V1,V2,V3
248500530,Peinture&A la hausse&CDI,0
248500530,Peinture&A la hausse&Apprentis,0
248500530,Peinture&A la hausse&Intérimaires,0
248500530,Peinture&Stable&CDD,1
248500530,Peinture&Stable&CDI,5.5
248500530,Peinture&Stable&Apprentis,1
248500530,Peinture&Stable&Intérimaires,1
248500530,Electricité&A la hausse&CDD,0
248500530,Electricité&A la hausse&CDI,4
248500530,Electricité&A la hausse&Apprentis,1
248500530,Electricité&A la hausse&Intérimaires,0
248500530,Electricité&Stable&CDD,0
248500530,Electricité&Stable&CDI,2.66666666666667
248500530,Electricité&Stable&Apprentis,0
248500530,Electricité&Stable&Intérimaires,0
200071918,plomberie-chauffage-couverture&A la hausse&CDD,5
200071918,plomberie-chauffage-couverture&A la hausse&CDI,38
200071918,plomberie-chauffage-couverture&A la hausse&Apprentis,4
200071918,plomberie-chauffage-couverture&A la hausse&Intérimaires,3
200071918,plomberie-chauffage-couverture&Stable&CDD,0
200071918,plomberie-chauffage-couverture&Stable&CDI,0
200071918,plomberie-chauffage-couverture&Stable&Apprentis,0
200071918,plomberie-chauffage-couverture&Stable&Intérimaires,0
200071918,menuiserie-charpente&A la hausse&CDD,1
200071918,menuiserie-charpente&A la hausse&CDI,14.4
200071918,menuiserie-charpente&A la hausse&Apprentis,1.75
200071918,menuiserie-charpente&A la hausse&Intérimaires,3
200071918,menuiserie-charpente&Stable&CDD,1.4
200071918,menuiserie-charpente&Stable&CDI,7.4
200071918,menuiserie-charpente&Stable&Apprentis,1.57142857142857
200071918,menuiserie-charpente&Stable&Intérimaires,1.66666666666667
200071918,maçonnerie-carrelage&A la hausse&CDD,3
200071918,maçonnerie-carrelage&A la hausse&CDI,6
200071918,maçonnerie-carrelage&A la hausse&Apprentis,1
200071918,maçonnerie-carrelage&A la hausse&Intérimaires,0
200071918,maçonnerie-carrelage&Stable&CDD,1
200071918,maçonnerie-carrelage&Stable&CDI,5.4
200071918,maçonnerie-carrelage&Stable&Apprentis,1
200071918,maçonnerie-carrelage&Stable&Intérimaires,0
200071918,Peinture&A la hausse&CDD,0
200071918,Peinture&A la hausse&CDI,2
200071918,Peinture&A la hausse&Apprentis,0
200071918,Peinture&A la hausse&Intérimaires,0
200071918,Peinture&Stable&CDD,0
200071918,Peinture&Stable&CDI,3
200071918,Peinture&Stable&Apprentis,1
200071918,Peinture&Stable&Intérimaires,0
200071918,Electricité&A la hausse&CDD,2
200071918,Electricité&A la hausse&CDI,21
200071918,Electricité&A la hausse&Apprentis,6
200071918,Electricité&A la hausse&Intérimaires,5
200071918,Electricité&Stable&CDD,0
200071918,Electricité&Stable&CDI,2.75
200071918,Electricité&Stable&Apprentis,2
200071918,Electricité&Stable&Intérimaires,1
248500589,plomberie-chauffage-couverture&A la hausse&CDD,1
248500589,plomberie-chauffage-couverture&A la hausse&CDI,12.1
248500589,plomberie-chauffage-couverture&A la hausse&Apprentis,2.4
248500589,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
248500589,plomberie-chauffage-couverture&Stable&CDD,1.2
248500589,plomberie-chauffage-couverture&Stable&CDI,19.3571428571429
248500589,plomberie-chauffage-couverture&Stable&Apprentis,1.85714285714286
248500589,plomberie-chauffage-couverture&Stable&Intérimaires,1.5
248500589,menuiserie-charpente&A la hausse&CDD,1
248500589,menuiserie-charpente&A la hausse&CDI,6.33333333333333
248500589,menuiserie-charpente&A la hausse&Apprentis,1.5
248500589,menuiserie-charpente&A la hausse&Intérimaires,1
248500589,menuiserie-charpente&Stable&CDD,1.14285714285714
248500589,menuiserie-charpente&Stable&CDI,4.78947368421053
248500589,menuiserie-charpente&Stable&Apprentis,1.55555555555556
248500589,menuiserie-charpente&Stable&Intérimaires,1
248500589,maçonnerie-carrelage&A la hausse&CDD,0
248500589,maçonnerie-carrelage&A la hausse&CDI,4.83333333333333
248500589,maçonnerie-carrelage&A la hausse&Apprentis,1
248500589,maçonnerie-carrelage&A la hausse&Intérimaires,2
248500589,maçonnerie-carrelage&Stable&CDD,2
248500589,maçonnerie-carrelage&Stable&CDI,6.5
248500589,maçonnerie-carrelage&Stable&Apprentis,1.33333333333333
248500589,maçonnerie-carrelage&Stable&Intérimaires,1
248500589,Peinture&A la hausse&CDD,1
248500589,Peinture&A la hausse&CDI,2.66666666666667
248500589,Peinture&A la hausse&Apprentis,1.33333333333333
248500589,Peinture&A la hausse&Intérimaires,1
248500589,Peinture&Stable&CDD,1
248500589,Peinture&Stable&CDI,2.69230769230769
248500589,Peinture&Stable&Apprentis,1.1
248500589,Peinture&Stable&Intérimaires,2.33333333333333
248500589,Electricité&A la hausse&CDD,2.5
248500589,Electricité&A la hausse&CDI,11
248500589,Electricité&A la hausse&Apprentis,2
248500589,Electricité&A la hausse&Intérimaires,3.33333333333333
248500589,Electricité&Stable&CDD,0
248500589,Electricité&Stable&CDI,10.25
248500589,Electricité&Stable&Apprentis,1.66666666666667
248500589,Electricité&Stable&Intérimaires,0
248500589,plâtrerie-isolation&A la hausse&CDD,0
248500589,plâtrerie-isolation&A la hausse&CDI,2
248500589,plâtrerie-isolation&A la hausse&Apprentis,1
248500589,plâtrerie-isolation&A la hausse&Intérimaires,0
248500589,plâtrerie-isolation&Stable&CDD,0
248500589,plâtrerie-isolation&Stable&CDI,1
248500589,plâtrerie-isolation&Stable&Apprentis,1
248500589,plâtrerie-isolation&Stable&Intérimaires,0
248500415,plomberie-chauffage-couverture&A la hausse&CDD,0
248500415,plomberie-chauffage-couverture&A la hausse&CDI,4
248500415,plomberie-chauffage-couverture&A la hausse&Apprentis,1
248500415,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
248500415,plomberie-chauffage-couverture&Stable&CDD,0
248500415,plomberie-chauffage-couverture&Stable&CDI,3.375
248500415,plomberie-chauffage-couverture&Stable&Apprentis,2
248500415,plomberie-chauffage-couverture&Stable&Intérimaires,0
248500415,menuiserie-charpente&A la hausse&CDD,0
248500415,menuiserie-charpente&A la hausse&CDI,5.5
248500415,menuiserie-charpente&A la hausse&Apprentis,1
248500415,menuiserie-charpente&A la hausse&Intérimaires,5
248500415,menuiserie-charpente&Stable&CDD,1
248500415,menuiserie-charpente&Stable&CDI,3.25
248500415,menuiserie-charpente&Stable&Apprentis,1
248500415,menuiserie-charpente&Stable&Intérimaires,1
248500415,maçonnerie-carrelage&A la hausse&CDD,1
248500415,maçonnerie-carrelage&A la hausse&CDI,2.66666666666667
248500415,maçonnerie-carrelage&A la hausse&Apprentis,1
248500415,maçonnerie-carrelage&A la hausse&Intérimaires,1
248500415,maçonnerie-carrelage&Stable&CDD,3
248500415,maçonnerie-carrelage&Stable&CDI,10
248500415,maçonnerie-carrelage&Stable&Apprentis,3
248500415,maçonnerie-carrelage&Stable&Intérimaires,1
248500415,Peinture&A la hausse&CDD,0
248500415,Peinture&A la hausse&CDI,9
248500415,Peinture&A la hausse&Apprentis,1
248500415,Peinture&A la hausse&Intérimaires,0
248500415,Peinture&Stable&CDD,0
248500415,Peinture&Stable&CDI,2
248500415,Peinture&Stable&Apprentis,1.5
248500415,Peinture&Stable&Intérimaires,0
248500415,Electricité&A la hausse&CDD,0
248500415,Electricité&A la hausse&CDI,0
248500415,Electricité&A la hausse&Apprentis,0
248500415,Electricité&A la hausse&Intérimaires,0
248500415,Electricité&Stable&CDD,0
248500415,Electricité&Stable&CDI,2
248500415,Electricité&Stable&Apprentis,1
248500415,Electricité&Stable&Intérimaires,0
200071900,plomberie-chauffage-couverture&A la hausse&CDD,2
200071900,plomberie-chauffage-couverture&A la hausse&CDI,2.66666666666667
200071900,plomberie-chauffage-couverture&A la hausse&Apprentis,0
200071900,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
200071900,plomberie-chauffage-couverture&Stable&CDD,0
200071900,plomberie-chauffage-couverture&Stable&CDI,4.33333333333333
200071900,plomberie-chauffage-couverture&Stable&Apprentis,1
200071900,plomberie-chauffage-couverture&Stable&Intérimaires,0
200071900,menuiserie-charpente&A la hausse&CDD,0
200071900,menuiserie-charpente&A la hausse&CDI,1
200071900,menuiserie-charpente&A la hausse&Apprentis,1
200071900,menuiserie-charpente&A la hausse&Intérimaires,0
200071900,menuiserie-charpente&Stable&CDD,0
200071900,menuiserie-charpente&Stable&CDI,2
200071900,menuiserie-charpente&Stable&Apprentis,1.66666666666667
200071900,menuiserie-charpente&Stable&Intérimaires,0
200071900,maçonnerie-carrelage&A la hausse&CDD,1
200071900,maçonnerie-carrelage&A la hausse&CDI,5
200071900,maçonnerie-carrelage&A la hausse&Apprentis,0
200071900,maçonnerie-carrelage&A la hausse&Intérimaires,0
200071900,maçonnerie-carrelage&Stable&CDD,1
200071900,maçonnerie-carrelage&Stable&CDI,3.3
200071900,maçonnerie-carrelage&Stable&Apprentis,1
200071900,maçonnerie-carrelage&Stable&Intérimaires,0
200071900,Peinture&Stable&CDD,0
200071900,Peinture&Stable&CDI,3
200071900,Peinture&Stable&Apprentis,0
200071900,Peinture&Stable&Intérimaires,0
200071900,Electricité&A la hausse&CDD,0
200071900,Electricité&A la hausse&CDI,4.33333333333333
200071900,Electricité&A la hausse&Apprentis,1
200071900,Electricité&A la hausse&Intérimaires,0
200071900,Electricité&Stable&CDD,0
200071900,Electricité&Stable&CDI,0
200071900,Electricité&Stable&Apprentis,0
200071900,Electricité&Stable&Intérimaires,0
200071900,plâtrerie-isolation&Stable&CDD,0
200071900,plâtrerie-isolation&Stable&CDI,2.5
200071900,plâtrerie-isolation&Stable&Apprentis,1
200071900,plâtrerie-isolation&Stable&Intérimaires,0
248500621,plomberie-chauffage-couverture&A la hausse&CDD,1
248500621,plomberie-chauffage-couverture&A la hausse&CDI,5.8
248500621,plomberie-chauffage-couverture&A la hausse&Apprentis,2
248500621,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
248500621,plomberie-chauffage-couverture&Stable&CDD,0
248500621,plomberie-chauffage-couverture&Stable&CDI,7.2
248500621,plomberie-chauffage-couverture&Stable&Apprentis,2
248500621,plomberie-chauffage-couverture&Stable&Intérimaires,0
248500621,menuiserie-charpente&A la hausse&CDD,5.5
248500621,menuiserie-charpente&A la hausse&CDI,34
248500621,menuiserie-charpente&A la hausse&Apprentis,2.5
248500621,menuiserie-charpente&A la hausse&Intérimaires,2
248500621,menuiserie-charpente&Stable&CDD,0
248500621,menuiserie-charpente&Stable&CDI,5.25
248500621,menuiserie-charpente&Stable&Apprentis,1
248500621,menuiserie-charpente&Stable&Intérimaires,1
248500621,maçonnerie-carrelage&A la hausse&CDD,0
248500621,maçonnerie-carrelage&A la hausse&CDI,2.5
248500621,maçonnerie-carrelage&A la hausse&Apprentis,1
248500621,maçonnerie-carrelage&A la hausse&Intérimaires,1
248500621,maçonnerie-carrelage&Stable&CDD,0
248500621,maçonnerie-carrelage&Stable&CDI,3.5
248500621,maçonnerie-carrelage&Stable&Apprentis,1
248500621,maçonnerie-carrelage&Stable&Intérimaires,0
248500621,Peinture&A la hausse&CDD,1
248500621,Peinture&A la hausse&CDI,4.2
248500621,Peinture&A la hausse&Apprentis,1
248500621,Peinture&A la hausse&Intérimaires,1
248500621,Peinture&Stable&CDD,1
248500621,Peinture&Stable&CDI,1.85714285714286
248500621,Peinture&Stable&Apprentis,1
248500621,Peinture&Stable&Intérimaires,1
248500621,Electricité&A la hausse&CDD,2
248500621,Electricité&A la hausse&CDI,5
248500621,Electricité&A la hausse&Apprentis,1
248500621,Electricité&A la hausse&Intérimaires,0
248500621,Electricité&Stable&CDD,1
248500621,Electricité&Stable&CDI,5
248500621,Electricité&Stable&Apprentis,1
248500621,Electricité&Stable&Intérimaires,0
248500621,plâtrerie-isolation&A la hausse&CDD,0
248500621,plâtrerie-isolation&A la hausse&CDI,3.5
248500621,plâtrerie-isolation&A la hausse&Apprentis,2
248500621,plâtrerie-isolation&A la hausse&Intérimaires,1
248500621,plâtrerie-isolation&Stable&CDD,1
248500621,plâtrerie-isolation&Stable&CDI,4
248500621,plâtrerie-isolation&Stable&Apprentis,1
248500621,plâtrerie-isolation&Stable&Intérimaires,0
200060010,plomberie-chauffage-couverture&A la hausse&CDD,0
200060010,plomberie-chauffage-couverture&A la hausse&CDI,1
200060010,plomberie-chauffage-couverture&A la hausse&Apprentis,0
200060010,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
200060010,plomberie-chauffage-couverture&Stable&CDD,0
200060010,plomberie-chauffage-couverture&Stable&CDI,4.85714285714286
200060010,plomberie-chauffage-couverture&Stable&Apprentis,1
200060010,plomberie-chauffage-couverture&Stable&Intérimaires,0
200060010,menuiserie-charpente&A la hausse&CDD,1
200060010,menuiserie-charpente&A la hausse&CDI,2.2
200060010,menuiserie-charpente&A la hausse&Apprentis,1
200060010,menuiserie-charpente&A la hausse&Intérimaires,0
200060010,menuiserie-charpente&Stable&CDD,0
200060010,menuiserie-charpente&Stable&CDI,2.16666666666667
200060010,menuiserie-charpente&Stable&Apprentis,1.25
200060010,menuiserie-charpente&Stable&Intérimaires,0
200060010,maçonnerie-carrelage&A la hausse&CDD,1
200060010,maçonnerie-carrelage&A la hausse&CDI,8.33333333333333
200060010,maçonnerie-carrelage&A la hausse&Apprentis,1
200060010,maçonnerie-carrelage&A la hausse&Intérimaires,1
200060010,maçonnerie-carrelage&Stable&CDD,1
200060010,maçonnerie-carrelage&Stable&CDI,5.875
200060010,maçonnerie-carrelage&Stable&Apprentis,1
200060010,maçonnerie-carrelage&Stable&Intérimaires,0
200060010,Electricité&A la hausse&CDD,1
200060010,Electricité&A la hausse&CDI,2.5
200060010,Electricité&A la hausse&Apprentis,1
200060010,Electricité&A la hausse&Intérimaires,0
200060010,Electricité&Stable&CDD,1
200060010,Electricité&Stable&CDI,5.66666666666667
200060010,Electricité&Stable&Apprentis,1.75
200060010,Electricité&Stable&Intérimaires,0
200060010,plâtrerie-isolation&A la hausse&CDD,1
200060010,plâtrerie-isolation&A la hausse&CDI,1
200060010,plâtrerie-isolation&A la hausse&Apprentis,0
200060010,plâtrerie-isolation&A la hausse&Intérimaires,0
200060010,plâtrerie-isolation&Stable&CDD,1
200060010,plâtrerie-isolation&Stable&CDI,1.5
200060010,plâtrerie-isolation&Stable&Apprentis,1
200060010,plâtrerie-isolation&Stable&Intérimaires,0
200068955,plomberie-chauffage-couverture&A la hausse&CDD,0
200068955,plomberie-chauffage-couverture&A la hausse&CDI,2
200068955,plomberie-chauffage-couverture&A la hausse&Apprentis,0
200068955,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
200068955,plomberie-chauffage-couverture&Stable&CDD,0
200068955,plomberie-chauffage-couverture&Stable&CDI,3.33333333333333
200068955,plomberie-chauffage-couverture&Stable&Apprentis,1
200068955,plomberie-chauffage-couverture&Stable&Intérimaires,0
200068955,menuiserie-charpente&A la hausse&CDD,1.33333333333333
200068955,menuiserie-charpente&A la hausse&CDI,5.625
200068955,menuiserie-charpente&A la hausse&Apprentis,1.71428571428571
200068955,menuiserie-charpente&A la hausse&Intérimaires,0
200068955,menuiserie-charpente&Stable&CDD,1.33333333333333
200068955,menuiserie-charpente&Stable&CDI,6.4
200068955,menuiserie-charpente&Stable&Apprentis,1.16666666666667
200068955,menuiserie-charpente&Stable&Intérimaires,1.5
200068955,maçonnerie-carrelage&A la hausse&CDD,1
200068955,maçonnerie-carrelage&A la hausse&CDI,2
200068955,maçonnerie-carrelage&A la hausse&Apprentis,0
200068955,maçonnerie-carrelage&A la hausse&Intérimaires,0
200068955,maçonnerie-carrelage&Stable&CDD,1
200068955,maçonnerie-carrelage&Stable&CDI,5.4
200068955,maçonnerie-carrelage&Stable&Apprentis,0
200068955,maçonnerie-carrelage&Stable&Intérimaires,3
200068955,Peinture&Stable&CDD,1
200068955,Peinture&Stable&CDI,5.6
200068955,Peinture&Stable&Apprentis,1.33333333333333
200068955,Peinture&Stable&Intérimaires,0
200068955,Electricité&A la hausse&CDD,1.5
200068955,Electricité&A la hausse&CDI,3.5
200068955,Electricité&A la hausse&Apprentis,2
200068955,Electricité&A la hausse&Intérimaires,2
200068955,Electricité&Stable&CDD,0
200068955,Electricité&Stable&CDI,1.5
200068955,Electricité&Stable&Apprentis,1
200068955,Electricité&Stable&Intérimaires,0
200068955,plâtrerie-isolation&A la hausse&CDD,0
200068955,plâtrerie-isolation&A la hausse&CDI,0
200068955,plâtrerie-isolation&A la hausse&Apprentis,0
200068955,plâtrerie-isolation&A la hausse&Intérimaires,0
200068955,plâtrerie-isolation&Stable&CDD,0
200068955,plâtrerie-isolation&Stable&CDI,0
200068955,plâtrerie-isolation&Stable&Apprentis,0
200068955,plâtrerie-isolation&Stable&Intérimaires,0
200071868,plomberie-chauffage-couverture&A la hausse&CDD,0
200071868,plomberie-chauffage-couverture&A la hausse&CDI,4.5
200071868,plomberie-chauffage-couverture&A la hausse&Apprentis,1
200071868,plomberie-chauffage-couverture&A la hausse&Intérimaires,2
200071868,plomberie-chauffage-couverture&Stable&CDD,1.66666666666667
200071868,plomberie-chauffage-couverture&Stable&CDI,5.61538461538461
200071868,plomberie-chauffage-couverture&Stable&Apprentis,2.5
200071868,plomberie-chauffage-couverture&Stable&Intérimaires,1.5
200071868,menuiserie-charpente&A la hausse&CDD,1
200071868,menuiserie-charpente&A la hausse&CDI,9.5
200071868,menuiserie-charpente&A la hausse&Apprentis,1
200071868,menuiserie-charpente&A la hausse&Intérimaires,0
200071868,menuiserie-charpente&Stable&CDD,1
200071868,menuiserie-charpente&Stable&CDI,4.77777777777778
200071868,menuiserie-charpente&Stable&Apprentis,1.16666666666667
200071868,menuiserie-charpente&Stable&Intérimaires,0
200071868,maçonnerie-carrelage&A la hausse&CDD,0
200071868,maçonnerie-carrelage&A la hausse&CDI,1
200071868,maçonnerie-carrelage&A la hausse&Apprentis,1
200071868,maçonnerie-carrelage&A la hausse&Intérimaires,0
200071868,maçonnerie-carrelage&Stable&CDD,0
200071868,maçonnerie-carrelage&Stable&CDI,6
200071868,maçonnerie-carrelage&Stable&Apprentis,0
200071868,maçonnerie-carrelage&Stable&Intérimaires,0
200071868,Peinture&A la hausse&CDD,0
200071868,Peinture&A la hausse&CDI,0
200071868,Peinture&A la hausse&Apprentis,0
200071868,Peinture&A la hausse&Intérimaires,0
200071868,Peinture&Stable&CDD,1
200071868,Peinture&Stable&CDI,11
200071868,Peinture&Stable&Apprentis,8
200071868,Peinture&Stable&Intérimaires,0
200071868,Electricité&A la hausse&CDD,1
200071868,Electricité&A la hausse&CDI,6
200071868,Electricité&A la hausse&Apprentis,3
200071868,Electricité&A la hausse&Intérimaires,0
200071868,Electricité&Stable&CDD,0
200071868,Electricité&Stable&CDI,4.83333333333333
200071868,Electricité&Stable&Apprentis,3.5
200071868,Electricité&Stable&Intérimaires,0
200071868,plâtrerie-isolation&A la hausse&CDD,0
200071868,plâtrerie-isolation&A la hausse&CDI,2
200071868,plâtrerie-isolation&A la hausse&Apprentis,0
200071868,plâtrerie-isolation&A la hausse&Intérimaires,0
200071868,plâtrerie-isolation&Stable&CDD,0
200071868,plâtrerie-isolation&Stable&CDI,7.75
200071868,plâtrerie-isolation&Stable&Apprentis,1
200071868,plâtrerie-isolation&Stable&Intérimaires,1
200071553,plomberie-chauffage-couverture&A la hausse&CDD,1
200071553,plomberie-chauffage-couverture&A la hausse&CDI,4.14285714285714
200071553,plomberie-chauffage-couverture&A la hausse&Apprentis,1
200071553,plomberie-chauffage-couverture&A la hausse&Intérimaires,1
200071553,plomberie-chauffage-couverture&Stable&CDD,0
200071553,plomberie-chauffage-couverture&Stable&CDI,2.83333333333333
200071553,plomberie-chauffage-couverture&Stable&Apprentis,1
200071553,plomberie-chauffage-couverture&Stable&Intérimaires,0
200071553,menuiserie-charpente&A la hausse&CDD,1.5
200071553,menuiserie-charpente&A la hausse&CDI,3.5
200071553,menuiserie-charpente&A la hausse&Apprentis,1.25
200071553,menuiserie-charpente&A la hausse&Intérimaires,0
200071553,menuiserie-charpente&Stable&CDD,1
200071553,menuiserie-charpente&Stable&CDI,3.375
200071553,menuiserie-charpente&Stable&Apprentis,1.8
200071553,menuiserie-charpente&Stable&Intérimaires,0
200071553,maçonnerie-carrelage&A la hausse&CDD,1
200071553,maçonnerie-carrelage&A la hausse&CDI,2.42857142857143
200071553,maçonnerie-carrelage&A la hausse&Apprentis,1.33333333333333
200071553,maçonnerie-carrelage&A la hausse&Intérimaires,0
200071553,maçonnerie-carrelage&Stable&CDD,1
200071553,maçonnerie-carrelage&Stable&CDI,6.77777777777778
200071553,maçonnerie-carrelage&Stable&Apprentis,1
200071553,maçonnerie-carrelage&Stable&Intérimaires,0
200071553,Peinture&A la hausse&CDD,0
200071553,Peinture&A la hausse&CDI,0
200071553,Peinture&A la hausse&Apprentis,0
200071553,Peinture&A la hausse&Intérimaires,0
200071553,Peinture&Stable&CDD,0
200071553,Peinture&Stable&CDI,2
200071553,Peinture&Stable&Apprentis,0
200071553,Peinture&Stable&Intérimaires,0
200071553,Electricité&A la hausse&CDD,0
200071553,Electricité&A la hausse&CDI,5.33333333333333
200071553,Electricité&A la hausse&Apprentis,1.5
200071553,Electricité&A la hausse&Intérimaires,0
200071553,Electricité&Stable&CDD,1
200071553,Electricité&Stable&CDI,6.91666666666667
200071553,Electricité&Stable&Apprentis,2.8
200071553,Electricité&Stable&Intérimaires,1
200071553,plâtrerie-isolation&A la hausse&CDD,1.5
200071553,plâtrerie-isolation&A la hausse&CDI,3.5
200071553,plâtrerie-isolation&A la hausse&Apprentis,0
200071553,plâtrerie-isolation&A la hausse&Intérimaires,0
200071553,plâtrerie-isolation&Stable&CDD,0
200071553,plâtrerie-isolation&Stable&CDI,2.5
200071553,plâtrerie-isolation&Stable&Apprentis,1
200071553,plâtrerie-isolation&Stable&Intérimaires,0
200071876,plomberie-chauffage-couverture&A la hausse&CDD,0
200071876,plomberie-chauffage-couverture&A la hausse&CDI,2.875
200071876,plomberie-chauffage-couverture&A la hausse&Apprentis,1.25
200071876,plomberie-chauffage-couverture&A la hausse&Intérimaires,3
200071876,plomberie-chauffage-couverture&Stable&CDD,2.66666666666667
200071876,plomberie-chauffage-couverture&Stable&CDI,3.47368421052632
200071876,plomberie-chauffage-couverture&Stable&Apprentis,1.09090909090909
200071876,plomberie-chauffage-couverture&Stable&Intérimaires,1
200071876,menuiserie-charpente&A la hausse&CDD,1.5
200071876,menuiserie-charpente&A la hausse&CDI,3.33333333333333
200071876,menuiserie-charpente&A la hausse&Apprentis,1
200071876,menuiserie-charpente&A la hausse&Intérimaires,0
200071876,menuiserie-charpente&Stable&CDD,1
200071876,menuiserie-charpente&Stable&CDI,4.63636363636364
200071876,menuiserie-charpente&Stable&Apprentis,1.5
200071876,menuiserie-charpente&Stable&Intérimaires,2
200071876,maçonnerie-carrelage&A la hausse&CDD,0
200071876,maçonnerie-carrelage&A la hausse&CDI,2
200071876,maçonnerie-carrelage&A la hausse&Apprentis,0
200071876,maçonnerie-carrelage&A la hausse&Intérimaires,0
200071876,maçonnerie-carrelage&Stable&CDD,1.5
200071876,maçonnerie-carrelage&Stable&CDI,4.875
200071876,maçonnerie-carrelage&Stable&Apprentis,2.33333333333333
200071876,maçonnerie-carrelage&Stable&Intérimaires,1
200071876,Peinture&A la hausse&CDD,0
200071876,Peinture&A la hausse&CDI,2
200071876,Peinture&A la hausse&Apprentis,0
200071876,Peinture&A la hausse&Intérimaires,0
200071876,Peinture&Stable&CDD,0
200071876,Peinture&Stable&CDI,2
200071876,Peinture&Stable&Apprentis,0
200071876,Peinture&Stable&Intérimaires,0
200071876,Electricité&A la hausse&CDD,1
200071876,Electricité&A la hausse&CDI,2
200071876,Electricité&A la hausse&Apprentis,1
200071876,Electricité&A la hausse&Intérimaires,0
200071876,Electricité&Stable&CDD,1
200071876,Electricité&Stable&CDI,3.21428571428571
200071876,Electricité&Stable&Apprentis,1.66666666666667
200071876,Electricité&Stable&Intérimaires,1.5
200071876,plâtrerie-isolation&A la hausse&CDD,0
200071876,plâtrerie-isolation&A la hausse&CDI,1
200071876,plâtrerie-isolation&A la hausse&Apprentis,1
200071876,plâtrerie-isolation&A la hausse&Intérimaires,0
200071876,plâtrerie-isolation&Stable&CDD,0
200071876,plâtrerie-isolation&Stable&CDI,0
200071876,plâtrerie-isolation&Stable&Apprentis,0
200071876,plâtrerie-isolation&Stable&Intérimaires,0
244900015,plomberie-chauffage-couverture&A la hausse&CDD,4
244900015,plomberie-chauffage-couverture&A la hausse&CDI,4
244900015,plomberie-chauffage-couverture&A la hausse&Apprentis,1
244900015,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
244900015,plomberie-chauffage-couverture&Stable&CDD,2.8
244900015,plomberie-chauffage-couverture&Stable&CDI,4.55555555555556
244900015,plomberie-chauffage-couverture&Stable&Apprentis,1.25
244900015,plomberie-chauffage-couverture&Stable&Intérimaires,1
244900015,menuiserie-charpente&A la hausse&CDD,1
244900015,menuiserie-charpente&A la hausse&CDI,5.8
244900015,menuiserie-charpente&A la hausse&Apprentis,1.5
244900015,menuiserie-charpente&A la hausse&Intérimaires,1
244900015,menuiserie-charpente&Stable&CDD,2
244900015,menuiserie-charpente&Stable&CDI,8.08333333333333
244900015,menuiserie-charpente&Stable&Apprentis,2
244900015,menuiserie-charpente&Stable&Intérimaires,5.5
244900015,maçonnerie-carrelage&A la hausse&CDD,1.5
244900015,maçonnerie-carrelage&A la hausse&CDI,7.2
244900015,maçonnerie-carrelage&A la hausse&Apprentis,1.66666666666667
244900015,maçonnerie-carrelage&A la hausse&Intérimaires,2
244900015,maçonnerie-carrelage&Stable&CDD,1.33333333333333
244900015,maçonnerie-carrelage&Stable&CDI,5.3
244900015,maçonnerie-carrelage&Stable&Apprentis,1
244900015,maçonnerie-carrelage&Stable&Intérimaires,1
244900015,Peinture&A la hausse&CDD,8
244900015,Peinture&A la hausse&CDI,13.6666666666667
244900015,Peinture&A la hausse&Apprentis,6
244900015,Peinture&A la hausse&Intérimaires,5
244900015,Peinture&Stable&CDD,0
244900015,Peinture&Stable&CDI,1
244900015,Peinture&Stable&Apprentis,1
244900015,Peinture&Stable&Intérimaires,0
244900015,Electricité&A la hausse&CDD,3
244900015,Electricité&A la hausse&CDI,4.5
244900015,Electricité&A la hausse&Apprentis,1.25
244900015,Electricité&A la hausse&Intérimaires,3.33333333333333
244900015,Electricité&Stable&CDD,1
244900015,Electricité&Stable&CDI,2.44444444444444
244900015,Electricité&Stable&Apprentis,2
244900015,Electricité&Stable&Intérimaires,1
244900015,plâtrerie-isolation&A la hausse&CDD,0
244900015,plâtrerie-isolation&A la hausse&CDI,4
244900015,plâtrerie-isolation&A la hausse&Apprentis,1
244900015,plâtrerie-isolation&A la hausse&Intérimaires,0
244900015,plâtrerie-isolation&Stable&CDD,0
244900015,plâtrerie-isolation&Stable&CDI,0
244900015,plâtrerie-isolation&Stable&Apprentis,0
244900015,plâtrerie-isolation&Stable&Intérimaires,0
200071678,plomberie-chauffage-couverture&A la hausse&CDD,0
200071678,plomberie-chauffage-couverture&A la hausse&CDI,3.33333333333333
200071678,plomberie-chauffage-couverture&A la hausse&Apprentis,1
200071678,plomberie-chauffage-couverture&A la hausse&Intérimaires,0
200071678,plomberie-chauffage-couverture&Stable&CDD,1
200071678,plomberie-chauffage-couverture&Stable&CDI,5.45454545454545
200071678,plomberie-chauffage-couverture&Stable&Apprentis,2.5
200071678,plomberie-chauffage-couverture&Stable&Intérimaires,1
200071678,menuiserie-charpente&A la hausse&CDD,3
200071678,menuiserie-charpente&A la hausse&CDI,15.5
200071678,menuiserie-charpente&A la hausse&Apprentis,1
200071678,menuiserie-charpente&A la hausse&Intérimaires,3
200071678,menuiserie-charpente&Stable&CDD,1
200071678,menuiserie-charpente&Stable&CDI,9.4
200071678,menuiserie-charpente&Stable&Apprentis,3.5
