CODGEO;LIBGEO;EPCI;LIBEPCI;DEP;REG;NOM_DEPT;NOM_REG,,
85181;Pouillé;200071934;CC Pays de Fontenay-Vendée;85;52;VENDEE;PAYS DE LA LOIRE,,
85188;La Réorthe;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85213;Rives de l'Yon;248500589;CA La Roche-sur-Yon;85;52;VENDEE;PAYS DE LA LOIRE,,
85240;Saint-Malô-du-Bois;248500662;CC du Pays de Mortagne;85;52;VENDEE;PAYS DE LA LOIRE,,
85262;Saint-Philbert-de-Bouaine;200070233;CC Terres de Montaigu,Cc Montaigu-Rocheservière;85;52;VENDEE;PAYS DE LA LOIRE,
85273;Saint-Urbain;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85299;Velluire;200071934;CC Pays de Fontenay-Vendée;85;52;VENDEE;PAYS DE LA LOIRE,,
44074;Indre;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44111;Notre-Dame-des-Landes;244400503;CC d'Erdre et Gesvres;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44153;Saint-Aubin-des-Châteaux;200072726;CC Châteaubriant-Derval;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44155;Saint-Colomban;244400438;CC de Grand Lieu;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44168;Saint-Joachim;244400644;CA de la Région Nazairienne et de l'Estuaire (Carene);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44173;Saint-Lumine-de-Clisson;200067635;CA Clisson Sèvre et Maine;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44189;Sainte-Reine-de-Bretagne;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44192;Saint-Viaud;244400586;CC du Sud-Estuaire;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44211;La Turballe;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49050;Brissac Loire Aubance;200071553;CC Loire Layon Aubance;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49070;Chanteloup-les-Bois;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49113;Courchamps;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49211;Montilliers;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49267;Saint-Barthélemy-d'Anjou;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49337;Soucelles;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49347;Tiercé;200068955;CC Anjou Loir et Sarthe;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49359;Les Ulmes;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
53043;Brée;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53055;Chantrigné;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53063;Châtelain;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53089;Daon;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53098;Fontaine-Couverte;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53139;Loupfougères;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53179;Placé;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53193;Ruillé-Froid-Fonds;245300223;CC du Pays de Meslay-Grez;53;52;MAYENNE;PAYS DE LA LOIRE,,
53224;Saint-Germain-le-Fouilloux;245300330;CA de Laval;53;52;MAYENNE;PAYS DE LA LOIRE,,
53263;Thuboeuf;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53014;Azé;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53021;La Bazoge-Montpinçon;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53038;Boulay-les-Ifs;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53104;Gennes-sur-Glaize;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53113;Hambers;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53115;Hercé;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53117;Houssay;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53174;Parigné-sur-Braye;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53210;Saint-Denis-d'Anjou;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53212;Saint-Denis-du-Maine;245300223;CC du Pays de Meslay-Grez;53;52;MAYENNE;PAYS DE LA LOIRE,,
44025;Campbon;200072734;CC Estuaire et Sillon;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44062;Le Gâvre;244400453;CC de la Région de Blain;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44115;Oudon;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44126;La Plaine-sur-Mer;200067346;CA Pornic Agglo Pays de Retz;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44176;Saint-Malo-de-Guersac;244400644;CA de la Région Nazairienne et de l'Estuaire (Carene);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44182;Saint-Michel-Chef-Chef;200067346;CA Pornic Agglo Pays de Retz;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44194;Sautron;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44222;La Roche-Blanche;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49054;Candé;244900809;CC Anjou Bleu Communauté;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49099;Cholet;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49132;Étriché;200068955;CC Anjou Loir et Sarthe;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49195;Mazières-en-Mauges;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49308;Saint-Melaine-sur-Aubance;200071553;CC Loire Layon Aubance;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49330;Sceaux-d'Anjou;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49367;Erdre-en-Anjou;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
72009;Arthezé;247200348;CC du Pays Fléchois;72;52;SARTHE;PAYS DE LA LOIRE,,
72072;Château-l'Hermitage;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72087;Conflans-sur-Anille;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72121;Douillet;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72241;Montfort-le-Gesnois;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
72250;Rahay;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72256;Rouez;200072718;CC de la Champagne Conlinoise et du Pays de Sillé;72;52;SARTHE;PAYS DE LA LOIRE,,
72294;Saint-Léonard-des-Bois;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
85002;L'Aiguillon-sur-Vie;200023778;CC du Pays de Saint Gilles-Croix-de-Vie;85;52;VENDEE;PAYS DE LA LOIRE,,
85012;La Barre-de-Monts;248500258;CC Océan Marais de Monts;85;52;VENDEE;PAYS DE LA LOIRE,,
85059;La Châtaigneraie;248500415;CC du Pays de la Châtaigneraie;85;52;VENDEE;PAYS DE LA LOIRE,,
85090;Sèvremont;248500464;CC du Pays de Pouzauges;85;52;VENDEE;PAYS DE LA LOIRE,,
85117;Lairoux;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85140;La Meilleraie-Tillay;248500464;CC du Pays de Pouzauges;85;52;VENDEE;PAYS DE LA LOIRE,,
85149;Moreilles;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85205;Saint-Cyr-des-Gâts;200071934;CC Pays de Fontenay-Vendée;85;52;VENDEE;PAYS DE LA LOIRE,,
85232;Saint-Hilaire-le-Vouhis;248500340;CC Pays de Chantonnay;85;52;VENDEE;PAYS DE LA LOIRE,,
85243;Brem-sur-Mer;200023778;CC du Pays de Saint Gilles-Croix-de-Vie;85;52;VENDEE;PAYS DE LA LOIRE,,
72323;Saint-Victeur;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72330;Savigné-sous-le-Lude;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72334;Sillé-le-Guillaume;200072718;CC de la Champagne Conlinoise et du Pays de Sillé;72;52;SARTHE;PAYS DE LA LOIRE,,
72031;Beillé;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72097;Coulombiers;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72161;Lhomme;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72183;Marçon;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72239;Poillé-sur-Vègre;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72279;Saint-Georges-de-la-Couée;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72336;Solesmes;247200090;CC de Sablé-sur-Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72353;Théligny;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72372;Vezot;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
53005;Andouillé;245300355;CC de l'Ernée;53;52;MAYENNE;PAYS DE LA LOIRE,,
53019;Bannes;245300223;CC du Pays de Meslay-Grez;53;52;MAYENNE;PAYS DE LA LOIRE,,
53037;Bouessay;247200090;CC de Sablé-sur-Sarthe;53;52;MAYENNE;PAYS DE LA LOIRE,,
53056;La Chapelle-Anthenaise;245300330;CA de Laval;53;52;MAYENNE;PAYS DE LA LOIRE,,
53078;Coudray;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53091;Désertines;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53102;Gastines;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53118;Le Housseau-Brétignolles;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53120;Izé;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53162;Moulay;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53177;La Pellerine;245300355;CC de l'Ernée;53;52;MAYENNE;PAYS DE LA LOIRE,,
53197;Saint-Aignan-sur-Roë;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53229;Saint-Jean-sur-Mayenne;245300330;CA de Laval;53;52;MAYENNE;PAYS DE LA LOIRE,,
44029;Divatte-sur-Loire;200067866;CC Sèvre et Loire;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44032;La Chapelle-Heulin;200067866;CC Sèvre et Loire;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44117;Le Pallet;200067866;CC Sèvre et Loire;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44130;Pont-Saint-Martin;244400438;CC de Grand Lieu;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44135;Le Pouliguen;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44138;Puceul;244400537;CC de la Région de Nozay;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44188;Saint-Philbert-de-Grand-Lieu;244400438;CC de Grand Lieu;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44202;Teillé;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44207;Trans-sur-Erdre;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49017;Baracé;200068955;CC Anjou Loir et Sarthe;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49028;Béhuard;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49058;Les Cerqueux;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49205;Miré;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
85006;Apremont;200072882;CC de Vie et Boulogne;85;52;VENDEE;PAYS DE LA LOIRE,,
85013;Bazoges-en-Paillers;200071918;CC du Pays de Saint-Fulgent - les Essarts;85;52;VENDEE;PAYS DE LA LOIRE,,
85029;Bouin;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85169;Palluau;200072882;CC de Vie et Boulogne;85;52;VENDEE;PAYS DE LA LOIRE,,
85172;Le Perrier;248500258;CC Océan Marais de Monts;85;52;VENDEE;PAYS DE LA LOIRE,,
85198;Saint-Aubin-des-Ormeaux;248500662;CC du Pays de Mortagne;85;52;VENDEE;PAYS DE LA LOIRE,,
85200;Saint-Avaugourd-des-Landes;200071900;CC Moutierrois Talmondais;85;52;VENDEE;PAYS DE LA LOIRE,,
85211;Sainte-Flaive-des-Loups;248500530;CC du Pays des Achards;85;52;VENDEE;PAYS DE LA LOIRE,,
85297;Triaize;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
53023;La Bazouge-des-Alleux;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53033;La Boissière;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53065;Châtres-la-Forêt;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53068;Chérancé;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53092;Deux-Évailles;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53130;Laval;245300330;CA de Laval;53;52;MAYENNE;PAYS DE LA LOIRE,,
53141;Louvigné;245300330;CA de Laval;53;52;MAYENNE;PAYS DE LA LOIRE,,
53196;Saint-Aignan-de-Couptrain;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53198;Saint-Aubin-du-Désert;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53215;Saint-Fort;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53219;Saint-Georges-Buttavent;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53245;Saint-Pierre-des-Landes;245300355;CC de l'Ernée;53;52;MAYENNE;PAYS DE LA LOIRE,,
44085;Louisfert;200072726;CC Châteaubriant-Derval;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44095;La Meilleraye-de-Bretagne;200072726;CC Châteaubriant-Derval;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44158;Saint-Étienne-de-Montluc;200072734;CC Estuaire et Sillon;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44169;Saint-Julien-de-Concelles;200067866;CC Sèvre et Loire;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44208;Treffieux;244400537;CC de la Région de Nozay;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49055;Cantenay-Épinard;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49063;Chalonnes-sur-Loire;200071553;CC Loire Layon Aubance;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49217;Montreuil-sur-Maine;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49228;Noyant-Villages;244900882;CC Baugeois Vallée;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49301;Sèvremoine;200060010;CA Mauges Communauté;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49326;Sarrigné;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49331;Segré-en-Anjou Bleu;244900809;CC Anjou Bleu Communauté;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49377;Villevêque;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
72022;Le Bailleul;247200090;CC de Sablé-sur-Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72029;Beaumont-sur-Sarthe;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72039;Bonnétable;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72079;Chérisay;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72098;Coulongé;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72138;Fresnay-sur-Sarthe;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72213;Mulsanne;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72214;Nauvay;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72215;Neufchâtel-en-Saosnois;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72233;Peray;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72292;Saint-Jean-des-Échelles;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72298;Saint-Mars-de-Locquenay;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
85003;Aizenay;200072882;CC de Vie et Boulogne;85;52;VENDEE;PAYS DE LA LOIRE,,
85056;La Chapelle-Thémer;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85094;Foussais-Payré;200071934;CC Pays de Fontenay-Vendée;85;52;VENDEE;PAYS DE LA LOIRE,,
85114;Jard-sur-Mer;200071900;CC Moutierrois Talmondais;85;52;VENDEE;PAYS DE LA LOIRE,,
85142;La Merlatière;200071918;CC du Pays de Saint-Fulgent - les Essarts;85;52;VENDEE;PAYS DE LA LOIRE,,
85204;Saint-Christophe-du-Ligneron;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85216;Sainte-Gemme-la-Plaine;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85288;Talmont-Saint-Hilaire;200071900;CC Moutierrois Talmondais;85;52;VENDEE;PAYS DE LA LOIRE,,
44049;Le Croisic;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44066;Grandchamps-des-Fontaines;244400503;CC d'Erdre et Gesvres;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44094;Mauves-sur-Loire;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44118;Pannecé;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44137;Prinquiau;200072734;CC Estuaire et Sillon;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44172;Sainte-Luce-sur-Loire;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49012;Aubigné-sur-Layon;200071553;CC Loire Layon Aubance;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49046;Brézé;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49174;Lézigné;200068955;CC Anjou Loir et Sarthe;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49364;Vaudelnay;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
53028;Belgeard;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53042;Brecé;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53052;Champfrémont;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53062;Château-Gontier;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53074;Contest;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53075;Cosmes;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53088;Cuillé;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53182;Port-Brillet;245300306;CC du Pays de Loiron;53;52;MAYENNE;PAYS DE LA LOIRE,,
53201;Saint-Berthevin;245300330;CA de Laval;53;52;MAYENNE;PAYS DE LA LOIRE,,
53266;Trans;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
72004;Amné;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72053;Challes;247200421;CC du Sud Est du Pays Manceau;72;52;SARTHE;PAYS DE LA LOIRE,,
72126;Épineu-le-Chevreuil;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72191;Mayet;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72198;La Milesse;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72217;Neuville-sur-Sarthe;200068963;CC Maine Coeur de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72227;Panon;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72299;Saint-Mars-d'Outillé;247200421;CC du Sud Est du Pays Manceau;72;52;SARTHE;PAYS DE LA LOIRE,,
72312;Saint-Pierre-des-Bois;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72362;Le Tronchet;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72369;Verneil-le-Chétif;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72378;Vion;247200090;CC de Sablé-sur-Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
85015;Beaufou;200072882;CC de Vie et Boulogne;85;52;VENDEE;PAYS DE LA LOIRE,,
85018;Beauvoir-sur-Mer;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85024;Bois-de-Céné;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85138;Martinet;248500530;CC du Pays des Achards;85;52;VENDEE;PAYS DE LA LOIRE,,
85155;Mouilleron-le-Captif;248500589;CA La Roche-sur-Yon;85;52;VENDEE;PAYS DE LA LOIRE,,
85221;Saint-Gervais;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85268;Saint-Révérend;200023778;CC du Pays de Saint Gilles-Croix-de-Vie;85;52;VENDEE;PAYS DE LA LOIRE,,
85277;Saint-Vincent-sur-Graon;200071900;CC Moutierrois Talmondais;85;52;VENDEE;PAYS DE LA LOIRE,,
72355;Thoiré-sous-Contensor;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72376;Villaines-sous-Lucé;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72379;Viré-en-Champagne;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72386;Yvré-l'Évêque;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
53112;Le Ham;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53222;Saint-Germain-d'Anxure;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
72001;Aigné;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72013;Aubigné-Racan;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72020;Avezé;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72025;Bazouges Cré sur Loir;247200348;CC du Pays Fléchois;72;52;SARTHE;PAYS DE LA LOIRE,,
72043;Bourg-le-Roi;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72084;Clermont-Créans;247200348;CC du Pays Fléchois;72;52;SARTHE;PAYS DE LA LOIRE,,
72134;Flée;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72157;Lavardin;200072718;CC de la Champagne Conlinoise et du Pays de Sillé;72;52;SARTHE;PAYS DE LA LOIRE,,
72179;Malicorne-sur-Sarthe;247200629;CC du Val de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72192;Les Mées;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72223;Noyen-sur-Sarthe;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72238;Pizieux;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72269;Saint-Calais;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72275;Saint-Corneille;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
85038;Les Brouzils;200071918;CC du Pays de Saint-Fulgent - les Essarts;85;52;VENDEE;PAYS DE LA LOIRE,,
85047;Challans;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85088;Le Fenouiller;200023778;CC du Pays de Saint Gilles-Croix-de-Vie;85;52;VENDEE;PAYS DE LA LOIRE,,
