CODGEO;LIBGEO;EPCI;LIBEPCI;DEP;REG;NOM_DEPT;NOM_REG,,
44050;Crossac;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44061;Frossay;244400586;CC du Sud-Estuaire;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44078;Juigné-des-Moutiers;200072726;CC Châteaubriant-Derval;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44079;Le Landreau;200067866;CC Sèvre et Loire;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44119;Paulx;200071546;CC Sud Retz Atlantique;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44123;Pierric;243500741;CC du Pays de Redon;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44157;Saint-Étienne-de-Mer-Morte;200071546;CC Sud Retz Atlantique;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44197;Sion-les-Mines;200072726;CC Châteaubriant-Derval;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49009;Antoigné;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49020;Beaucouzé;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49076;La Chapelle-Saint-Laud;200068955;CC Anjou Loir et Sarthe;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49161;La Jaille-Yvon;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49188;Marcé;200068955;CC Anjou Loir et Sarthe;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49310;Saint-Paul-du-Bois;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
72060;La Chapelle-aux-Choux;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72065;La Chapelle-Saint-Aubin;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72103;Courdemanche;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72115;Dissay-sous-Courcillon;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72185;Mareil-sur-Loir;247200348;CC du Pays Fléchois;72;52;SARTHE;PAYS DE LA LOIRE,,
72199;Moitron-sur-Sarthe;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72218;Neuvillette-en-Charnie;200072718;CC de la Champagne Conlinoise et du Pays de Sillé;72;52;SARTHE;PAYS DE LA LOIRE,,
72266;Saint-Aubin-de-Locquenay;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72287;Saint-Gervais-en-Belin;247200447;CC Orée de Bercé - Belinois;72;52;SARTHE;PAYS DE LA LOIRE,,
72309;Saint-Paul-le-Gaultier;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72325;Saint-Vincent-du-Lorouër;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72332;Ségrie;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72343;Souvigné-sur-Sarthe;247200090;CC de Sablé-sur-Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72358;Thorigné-sur-Dué;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
72373;Vibraye;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
44092;Massérac;243500741;CC du Pays de Redon;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44105;Mouais;200072726;CC Châteaubriant-Derval;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44132;Pornichet;244400644;CA de la Région Nazairienne et de l'Estuaire (Carene);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44143;Rezé;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44161;Saint-Gildas-des-Bois;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44165;Saint-Hilaire-de-Clisson;200067635;CA Clisson Sèvre et Maine;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44190;Saint-Sébastien-sur-Loire;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44203;Le Temple-de-Bretagne;200072734;CC Estuaire et Sillon;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44223;Geneston;244400438;CC de Grand Lieu;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49018;Baugé-en-Anjou;244900882;CC Baugeois Vallée;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49061;Challain-la-Potherie;244900809;CC Anjou Bleu Communauté;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49064;Chambellay;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49068;Champtocé-sur-Loire;200071553;CC Loire Layon Aubance;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49127;Durtal;200068955;CC Anjou Loir et Sarthe;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49302;Saint-Macaire-du-Bois;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
44006;Assérac;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44022;Boussay;200067635;CA Clisson Sèvre et Maine;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44023;Bouvron;244400453;CC de la Région de Blain;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44027;Casson;244400503;CC d'Erdre et Gesvres;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
53069;Chevaigné-du-Maine;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53071;Colombiers-du-Plessis;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53128;Laubrières;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53150;Ménil;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53207;Saint-Christophe-du-Luat;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53218;Sainte-Gemmes-le-Robert;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53243;Saint-Ouën-des-Toits;245300306;CC du Pays de Loiron;53;52;MAYENNE;PAYS DE LA LOIRE,,
53274;Vimarcé;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
72064;La Chapelle-Huon;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72067;La Chapelle-Saint-Rémy;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72100;Courcelles-la-Forêt;247200348;CC du Pays Fléchois;72;52;SARTHE;PAYS DE LA LOIRE,,
72109;Crissé;200072718;CC de la Champagne Conlinoise et du Pays de Sillé;72;52;SARTHE;PAYS DE LA LOIRE,,
72122;Duneau;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72123;Dureil;247200090;CC de Sablé-sur-Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72152;Juillé;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72174;Lucé-sous-Ballon;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72186;Maresché;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72200;Moncé-en-Belin;247200447;CC Orée de Bercé - Belinois;72;52;SARTHE;PAYS DE LA LOIRE,,
72219;Neuvy-en-Champagne;200072718;CC de la Champagne Conlinoise et du Pays de Sillé;72;52;SARTHE;PAYS DE LA LOIRE,,
72324;Saint-Vincent-des-Prés;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72377;Villaines-sous-Malicorne;247200348;CC du Pays Fléchois;72;52;SARTHE;PAYS DE LA LOIRE,,
85089;La Ferrière;248500589;CA La Roche-sur-Yon;85;52;VENDEE;PAYS DE LA LOIRE,,
85113;L'Île-d'Yeu;ZZZZZZZZZ;Sans objet;85;52;VENDEE;PAYS DE LA LOIRE,,
85134;Mallièvre;248500662;CC du Pays de Mortagne;85;52;VENDEE;PAYS DE LA LOIRE,,
85231;Saint-Hilaire-la-Forêt;200071900;CC Moutierrois Talmondais;85;52;VENDEE;PAYS DE LA LOIRE,,
85233;Saint-Jean-de-Beugné;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85265;Saint-Pierre-le-Vieux;248500563;CC Vendée,Sèvre,Autise;85;52;VENDEE;PAYS DE LA LOIRE
85005;Antigny;248500415;CC du Pays de la Châtaigneraie;85;52;VENDEE;PAYS DE LA LOIRE,,
85036;La Bretonnière-la-Claye;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85115;La Jaudonnière;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85156;Moutiers-les-Mauxfaits;200071900;CC Moutierrois Talmondais;85;52;VENDEE;PAYS DE LA LOIRE,,
85157;Moutiers-sur-le-Lay;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
72328;Sargé-lès-le-Mans;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72331;Sceaux-sur-Huisne;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72042;Bouloire;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
72070;Chassillé;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72094;Coudrecieux;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
72102;Courcival;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72114;Dehault;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72118;Dollon;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72127;Étival-lès-le-Mans;247200629;CC du Val de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72235;Piacé;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72259;Rouperroux-le-Coquet;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72260;Ruaudin;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72306;Saint-Ouen-en-Belin;247200447;CC Orée de Bercé - Belinois;72;52;SARTHE;PAYS DE LA LOIRE,,
72308;Saint-Paterne - Le Chevain;246100663;CU d'Alençon;72;52;SARTHE;PAYS DE LA LOIRE,,
72316;Saint-Rémy-des-Monts;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
44012;La Bernerie-en-Retz;200067346;CA Pornic Agglo Pays de Retz;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44030;La Chapelle-des-Marais;244400644;CA de la Région Nazairienne et de l'Estuaire (Carene);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44063;Gétigné;200067635;CA Clisson Sèvre et Maine;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44107;Mouzeil;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44114;Orvault;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44152;Sainte-Anne-sur-Brivet;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44179;Saint-Mars-du-Désert;244400503;CC d'Erdre et Gesvres;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49144;Freigné;244900809;CC Anjou Bleu Communauté;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49171;La Lande-Chasles;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49193;Le May-sur-Èvre;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49321;Saint-Sigismond;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49369;Vernoil-le-Fourrier;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
53073;Congrier;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53085;Crennes-sur-Fraubée;200042182;CC du Mont des Avaloirs;53;52;MAYENNE;PAYS DE LA LOIRE,,
53192;La Rouaudière;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53238;Saint-Mars-sur-la-Futaie;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
44102;Montbert;244400438;CC de Grand Lieu;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44106;Les Moutiers-en-Retz;200067346;CA Pornic Agglo Pays de Retz;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44136;Préfailles;200067346;CA Pornic Agglo Pays de Retz;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44191;Saint-Sulpice-des-Landes;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49002;Allonnes;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49007;Angers;244900015;CU Angers Loire Métropole;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49038;Bourg-l'Évêque;244900809;CC Anjou Bleu Communauté;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49057;Cernusson;200071678;CA du Choletais;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49069;Orée d'Anjou;200060010;CA Mauges Communauté;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49155;Grez-Neuville;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49221;Mouliherne;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49283;Saint-Georges-sur-Loire;200071553;CC Loire Layon Aubance;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49307;Loire-Authion;ZZZZZZZZZ;Sans objet;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
44001;Abbaretz;244400537;CC de la Région de Nozay;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44020;Bouguenais;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
72080;Cherré;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72085;Cogners;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72147;La Guierche;200068963;CC Maine Coeur de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72150;Joué-l'Abbé;200068963;CC Maine Coeur de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72153;Jupilles;200070373;CC Loir-Lucé-Bercé;72;52;SARTHE;PAYS DE LA LOIRE,,
72181;Le Mans;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72187;Marigné-Laillé;247200447;CC Orée de Bercé - Belinois;72;52;SARTHE;PAYS DE LA LOIRE,,
72190;Marolles-lès-Saint-Calais;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72193;Melleray;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72216;Neuvillalais;200072718;CC de la Champagne Conlinoise et du Pays de Sillé;72;52;SARTHE;PAYS DE LA LOIRE,,
72237;Pirmil;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72267;Saint-Aubin-des-Coudrais;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72272;Sainte-Cérotte;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72281;Saint-Georges-du-Rosay;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72339;Souligné-Flacé;247200629;CC du Val de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72380;Vivoin;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
53097;Évron;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53116;Le Horps;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53170;Oisseau;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53249;Saint-Pierre-sur-Orthe;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53264;Thorigné-en-Charnie;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
85027;Boufféré;200070233;CC Terres de Montaigu,Cc Montaigu-Rocheservière;85;52;VENDEE;PAYS DE LA LOIRE,
85049;Champagné-les-Marais;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85073;Corpe;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85093;Fougeré;248500589;CA La Roche-sur-Yon;85;52;VENDEE;PAYS DE LA LOIRE,,
85111;L'Île-d'Elle;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85119;Les Landes-Genusson;248500662;CC du Pays de Mortagne;85;52;VENDEE;PAYS DE LA LOIRE,,
85141;Menomblet;248500415;CC du Pays de la Châtaigneraie;85;52;VENDEE;PAYS DE LA LOIRE,,
85192;Rochetrejoux;248500340;CC Pays de Chantonnay;85;52;VENDEE;PAYS DE LA LOIRE,,
85210;Saint-Étienne-du-Bois;200072882;CC de Vie et Boulogne;85;52;VENDEE;PAYS DE LA LOIRE,,
85218;Saint-Georges-de-Pointindoux;248500530;CC du Pays des Achards;85;52;VENDEE;PAYS DE LA LOIRE,,
85224;Saint-Hilaire-de-Loulay;200070233;CC Terres de Montaigu,Cc Montaigu-Rocheservière;85;52;VENDEE;PAYS DE LA LOIRE,
85250;Saint-Mathurin;200071165;CA Les Sables d'Olonne;85;52;VENDEE;PAYS DE LA LOIRE,,
85306;Xanton-Chassenon;248500563;CC Vendée,Sèvre,Autise;85;52;VENDEE;PAYS DE LA LOIRE
85023;Bessay;200073260;CC Sud Vendée Littoral;85;52;VENDEE;PAYS DE LA LOIRE,,
85045;La Chaize-Giraud;200023778;CC du Pays de Saint Gilles-Croix-de-Vie;85;52;VENDEE;PAYS DE LA LOIRE,,
85112;L'Île-d'Olonne;200071165;CA Les Sables d'Olonne;85;52;VENDEE;PAYS DE LA LOIRE,,
85167;L'Orbrie;200071934;CC Pays de Fontenay-Vendée;85;52;VENDEE;PAYS DE LA LOIRE,,
85176;Pissotte;200071934;CC Pays de Fontenay-Vendée;85;52;VENDEE;PAYS DE LA LOIRE,,
85179;Poiroux;200071900;CC Moutierrois Talmondais;85;52;VENDEE;PAYS DE LA LOIRE,,
85190;Rocheservière;200070233;CC Terres de Montaigu,Cc Montaigu-Rocheservière;85;52;VENDEE;PAYS DE LA LOIRE,
85269;Saint-Sigismond;248500563;CC Vendée,Sèvre,Autise;85;52;VENDEE;PAYS DE LA LOIRE
85282;Sigournais;248500340;CC Pays de Chantonnay;85;52;VENDEE;PAYS DE LA LOIRE,,
85298;Vairé;200071165;CA Les Sables d'Olonne;85;52;VENDEE;PAYS DE LA LOIRE,,
72116;Dissé-sous-Ballon;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72132;La Ferté-Bernard;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72158;Lavaré;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72163;Ligron;247200348;CC du Pays Fléchois;72;52;SARTHE;PAYS DE LA LOIRE,,
72224;Nuillé-le-Jalais;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
72228;Parcé-sur-Sarthe;247200090;CC de Sablé-sur-Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72303;Saint-Michel-de-Chavaignes;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
72307;Saint-Ouen-en-Champagne;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72346;La Suze-sur-Sarthe;247200629;CC du Val de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72348;Tassillé;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
44009;Basse-Goulaine;244400404;Nantes Métropole;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44038;Chauvé;200067346;CA Pornic Agglo Pays de Retz;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44039;Cheix-en-Retz;200067346;CA Pornic Agglo Pays de Retz;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44043;Clisson;200067635;CA Clisson Sèvre et Maine;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44048;Couffé;244400552;CC du Pays d'Ancenis;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44069;Guérande;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
44200;Soulvache;200072726;CC Châteaubriant-Derval;44;52;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE,,
49194;Mazé-Milon;244900882;CC Baugeois Vallée;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49215;Montreuil-Bellay;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49274;Saint-Cyr-en-Bourg;200071876;CA Saumur Val de Loire;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
49344;Thorigné-d'Anjou;200071868;CC des Vallées du Haut-Anjou;49;52;MAINE-ET-LOIRE;PAYS DE LA LOIRE,,
53011;Astillé;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53057;La Chapelle-au-Riboul;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53061;Charchigné;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53064;Châtillon-sur-Colmont;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53079;Couesmes-Vaucé;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53111;La Haie-Traversaine;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53176;Le Pas;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53206;Saint-Charles-la-Forêt;245300223;CC du Pays de Meslay-Grez;53;52;MAYENNE;PAYS DE LA LOIRE,,
53213;Saint-Ellier-du-Maine;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53230;Saint-Julien-du-Terroux;200055887;CC Mayenne Communauté;53;52;MAYENNE;PAYS DE LA LOIRE,,
53232;Saint-Léger;200033298;CC des Coëvrons;53;52;MAYENNE;PAYS DE LA LOIRE,,
53234;Saint-Loup-du-Gast;245300389;CC du Bocage Mayennais;53;52;MAYENNE;PAYS DE LA LOIRE,,
53241;Saint-Michel-de-Feins;245300447;CC du Pays de Château-Gontier;53;52;MAYENNE;PAYS DE LA LOIRE,,
53253;Saint-Saturnin-du-Limet;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
53258;La Selle-Craonnaise;200048551;CC du Pays de Craon;53;52;MAYENNE;PAYS DE LA LOIRE,,
72090;Connerré;200072684;CC Le Gesnois Bilurien;72;52;SARTHE;PAYS DE LA LOIRE,,
72141;Gesnes-le-Gandelin;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72226;Oizé;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72230;Parigné-le-Pôlin;247200629;CC du Val de Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
72245;Préval;247200686;CC du Pays de l'huisne Sarthoise;72;52;SARTHE;PAYS DE LA LOIRE,,
72254;Rouessé-Fontaine;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72270;Saint-Calez-en-Saosnois;200072676;CC Maine Saosnois;72;52;SARTHE;PAYS DE LA LOIRE,,
72284;Saint-Germain-sur-Sarthe;200072700;CC Haute Sarthe Alpes Mancelles;72;52;SARTHE;PAYS DE LA LOIRE,,
72286;Saint-Gervais-de-Vic;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72333;Semur-en-Vallon;200072692;CC des Vallées de la Braye et de l'Anille;72;52;SARTHE;PAYS DE LA LOIRE,,
72347;Tassé;200040475;CC Loué - Brûlon - Noyen;72;52;SARTHE;PAYS DE LA LOIRE,,
72360;Trangé;247200132;CU Le Mans Métropole;72;52;SARTHE;PAYS DE LA LOIRE,,
72364;Vaas;200073112;CC Sud Sarthe;72;52;SARTHE;PAYS DE LA LOIRE,,
85062;Châteauneuf;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85071;Commequiers;200023778;CC du Pays de Saint Gilles-Croix-de-Vie;85;52;VENDEE;PAYS DE LA LOIRE,,
85076;Cugand;200070233;CC Terres de Montaigu,Cc Montaigu-Rocheservière;85;52;VENDEE;PAYS DE LA LOIRE,
85095;Froidfond;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85096;La Garnache;200071629;CC Challans-Gois Communauté;85;52;VENDEE;PAYS DE LA LOIRE,,
85126;Longèves;200071934;CC Pays de Fontenay-Vendée;85;52;VENDEE;PAYS DE LA LOIRE,,
85146;Montaigu;200070233;CC Terres de Montaigu,Cc Montaigu-Rocheservière;85;52;VENDEE;PAYS DE LA LOIRE,
85166;Olonne-sur-Mer;200071165;CA Les Sables d'Olonne;85;52;VENDEE;PAYS DE LA LOIRE,,
