Nom;Pays;Date_debut;Date_fin;Ville;Nombre;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Raintime;Italie;1999;false;NA;1;0;0;Discover stage;0;0;0;0;0;0;0;0;0
Raised Fist;Suède;1993;false;Luleå;1;Main;0;0;0;0;0;0;0;0;0;0;0
Ramesses;Angleterre;2003;true;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Rammstein;Allemagne;1994-01;false;Berlin;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Rancid;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Ratos de Porão;Brésil;1980;false;São Paulo;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Raven;Angleterre;1968;true;Buffalo;1;0;0;0;0;Main 02;0;0;0;0;0;0;0
RavenEye;Angleterre;2014-05;false;Milton Keynes;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Raw Power;Italie;NA;false;NA;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
Ray Brower;Ecosse;40617;false;Aberdeen;2;0;0;0;0;0;0;0;0;0;0;Metal Corner;Main 02
Red Fang;Etats-Unis;2005;false;Portland;4;0;0;0;0;0;Terrorizer tent;0;Valley;0;Main 01;0;Valley
Red Mourning;France;NA;false;NA;1;0;0;Discover stage;0;0;0;0;0;0;0;0;0
Refused;Suède;1992;false;Umeå;2;0;0;0;0;0;0;Warzone;0;0;0;Warzone;0
Regarde les hommes tomber;France;2011;false;NA;2;0;0;0;0;0;0;0;Valley;0;0;0;Temple
Repulsion;Etats-Unis;1989;true;NA;2;0;0;0;Rock Hard tent;0;0;0;0;Altar;0;0;0
Retox;Etats-Unis;2010;false;California;1;0;0;0;0;0;0;0;Warzone;0;0;0;0
Ringworm;Etats-Unis;NA;false;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Rise And Fall;Belgique;2002;false;Ghent;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Rise of the Northstar;France;2008;false;Paris;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Rival Sons;Etats-Unis;2008;false;Long Beach;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Riverside;Pologne;NA;false;NA;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
Rob Zombie;Etats-Unis;23754;false;Haverhill;3;0;0;0;0;0;Main 01;0;0;Main 01;0;0;Main 01
Rompeprop;Pays-Bas;NA;false;NA;1;0;0;0;0;0;0;Altar;0;0;0;0;0
Rose Tattoo;Australie;1976;false;Sydney;1;0;0;Main;0;0;0;0;0;0;0;0;0
Rotten Sound;Finlande;1993;false;NA;1;0;0;Discover stage;0;0;0;0;0;0;0;0;0
Rotting Christ;Grèce;1987;false;Athens;2;0;0;Discover stage;0;0;0;0;Temple;0;0;0;0
Royal Thunder;Etats-Unis;2004;false;Atlanta;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Ruins of Beverast;Allemagne;2003;false;NA;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Russian Circles;Etats-Unis;2004;false;Chicago;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Rwake;Etats-Unis;1996;false;Little Rock;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Sabaton;Suède;1999;false;Falun;3;0;0;0;0;Main 02;0;0;0;Main 01;0;0;Main 02
Sacred Reich;Etats-Unis;1985;false;NA;3;0;0;0;Rock Hard tent;0;0;Main 02;0;0;0;Altar;0
Sadist;Italie;NA;NA;NA;2;0;0;0;0;Rock Hard tent;0;0;0;0;0;Altar;0
Saint Vitus;Etats-Unis;1980;false;Los Angeles;3;0;0;0;Main 02;0;0;Valley;0;0;Valley;0;0
Salem;Etats-Unis;NA;NA;NA;1;0;Gibson stage;0;0;0;0;0;0;0;0;0;0
Samael;Suisse;NA;NA;NA;2;0;0;0;Rock Hard tent;0;0;0;0;0;Temple;0;0
Samsara Blues Experiment;Allemagne;2007;false;Berlin;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Sanctuary;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Satan;Angleterre;NA;NA;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Satan Jokers;France;1981-12;false;NA;1;0;0;0;Main 01;0;0;0;0;0;0;0;0
Satan's Satyrs;Etats-Unis;2009;false;NA;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Satyricon;Norvège;NA;false;NA;3;Main;0;Second stage;0;0;0;Temple;0;0;Temple;0;0
Saviours;Etats-Unis;2004;false;Oakland;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Saxon;Angleterre;1976;false;Barnsley;3;Main;0;0;0;Main 01;0;0;Main 01;0;0;0;Main 02
Scarve;France;1994;false;NA;1;0;Gibson stage;0;0;0;0;0;0;0;0;0;0
Schirenc;Autriche;NA;false;NA;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Scorpion Child;Etats-Unis;2006;false;Austin;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Scorpions;Allemagne;NA;NA;NA;2;0;0;0;0;0;Main 01;0;0;0;Main 01;0;0
Scour;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Sebastian Bach;Canada;NA;NA;NA;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Secrets of the Moon;Allemagne;1995;false;NA;1;0;Gibson stage;0;0;0;0;0;0;0;0;0;0
Seether;Afrique du Sud;2002;false;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Senser;Angleterre;1989;false;London;1;0;0;0;0;0;0;0;Warzone;0;0;0;0
Septic Flesh;Grèce;2013;false;NA;3;0;0;Discover stage;0;0;Rock Hard tent;0;0;Altar;0;0;0
Sepultura;Brésil;1984;false;Belo Horizonte;2;0;0;0;0;Main 01;0;0;0;Main 02;0;0;0
Seth;France;NA;NA;NA;1;0;0;0;0;0;0;0;Temple;0;0;0;0
Severe Torture;Pays-Bas;1997;false;NA;1;0;0;0;0;0;Rock Hard tent;0;0;0;0;0;0
Shai Hulud;Etats-Unis;1995;false;Pompano Beach;2;0;0;Discover stage;0;0;Terrorizer tent;0;0;0;0;0;0
Shape of Despair;Finlande;1998;false;Helsinki;1;0;0;0;0;0;0;0;0;0;Altar;0;0
Shark Tank;Allemagne;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Shinedown;Etats-Unis;2001;false;Jacksonville;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Shining;Norvège;1999;false;Oslo;1;0;0;0;0;0;0;0;0;0;Temple;0;0
Shining;Norvège;1999;false;Oslo;3;0;0;Discover stage;0;0;0;Temple;0;Temple;0;0;0
Showtime;France;NA;false;NA;1;0;0;0;0;0;0;0;0;Metal Corner;0;0;0
SHVPES;Angleterre;39814;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Sick of It All;Etats-Unis;1986;false;New York;4;0;0;Main;0;Main 02;0;0;Warzone;0;0;Main 02;0
Sick of Stupidity;Pays-Bas;2015-03;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Altar
Sidilarsen;France;1997;false;Toulouse;1;0;0;0;0;0;0;0;0;0;0;0;Main 01
Sigh;Japon;NA;false;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Sinister;Pays-Bas;NA;NA;NA;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Six Feet Under;Etats-Unis;1993;false;Tampa;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Sixx:A.M.;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Skálmöld;Islande;2009-08;false;Reykjavík;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Skeletal Remains;Etats-Unis;2011;false;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Skepticism;Finlande;1991;false;Riihimäki;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Skid Row;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Skindred;Pays de Galles;1998;false;Newport;2;0;0;0;0;0;0;0;Main 02;0;0;0;Main 02
Skinless;Etats-Unis;1992;false;NA;2;0;0;0;Rock Hard tent;0;0;0;0;0;Altar;0;0
Skyclad;Angleterre;1990;false;Newcastle upon Tyne;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Skyforger;Lettonie;1995;false;NA;2;0;0;0;0;0;Rock Hard tent;0;0;0;Temple;0;0
Slapshot;Etats-Unis;1985;false;Boston;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Slash;Angleterre;NA;false;NA;3;0;0;0;0;Main 01;0;Main 02;0;0;Main 01;0;0
Slayer;Etats-Unis;NA;NA;NA;6;0;Main;Main;0;Main 02;0;0;0;Main 02;0;Main 01;Main 02
Sleep;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Slipknot;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Slit;Malte;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Slo Burn;Etats-Unis;1996;true;Palm Desert;1;0;0;0;0;0;0;0;0;0;0;0;Valley
Slydigs;Angleterre;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
Sna-fu *aka* Grand Désordre Orchestre;France;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Snot;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
So What!;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;Metal Corner;0;0;0
Sodom;Allemagne;NA;NA;NA;3;0;0;Second stage;0;0;Main 02;0;0;0;Main 02;0;0
Soilent Green;Etats-Unis;1988;false;New Orleans;1;0;0;0;Terrorizer tent;0;0;0;0;0;0;0;0
Soilwork;Suède;1995;false;Helsingborg;2;0;0;0;0;0;0;0;0;Altar;0;0;Altar
Solace;Etats-Unis;NA;false;Regina;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Solefald;Norvège;1995;false;Kristiansand;1;0;0;0;0;0;0;0;0;0;0;Temple;0
Sólstafir;Islande;1995-01;false;Reykjavík;2;0;0;0;0;0;0;Temple;0;Temple;0;0;0
Sonata Arctica;Finlande;1999;false;NA;1;0;0;Main;0;0;0;0;0;0;0;0;0
Sonny Red;France;12040;true;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Soulfly;Brésil;NA;false;NA;2;Main;0;0;Main 01;0;0;0;0;Main 02;0;0;0
Soundgarden;Etats-Unis;1984;false;Seattle;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Spirit Caravan;Etats-Unis;NA;true;NA;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Spiritual Beggars;Suède;1993;false;Halmstad;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Squealer;Allemagne;NA;NA;NA;1;0;0;0;Main 01;0;0;0;0;0;0;0;0
Srutr;France;NA;NA;NA;1;0;0;0;0;0;0;0;Valley;0;0;0;0
SSS;Angleterre;NA;false;NA;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
Status Quo;Angleterre;1967;false;London;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Steak Number Eight;Belgique;2007;false;Wevelgem;1;0;0;0;0;0;0;0;0;0;0;Main 01;0
Steel Panther;Etats-Unis;2008-04;false;Los Angeles;2;0;0;0;0;0;0;Main 01;0;0;0;0;Main 01
Stick to Your Guns;Etats-Unis;2003;false;NA;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Sticky Boys;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Main 01;0;0
Stille Volk;France;1994;false;NA;2;0;0;0;0;0;0;0;Temple;0;0;Temple;0
Stinky Bollocks;France;NA;false;NA;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
Stone Sour;Etats-Unis;1992;false;Des Moines;2;Main;0;0;0;Main 01;0;0;Main 01;0;0;0;0
Stonebirds;France;2008;false;Bretagne;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Stoned Jesus;Ukraine;2009;false;Kyïv;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Stratovarius;Finlande;1984;false;Helsinki;1;0;0;0;Main 02;0;0;0;0;0;0;0;0
Street Dogs;Etats-Unis;2002;false;Boston;1;0;0;0;0;0;0;Main 02;0;0;0;0;0
Strife;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Strong As Ten;France;NA;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Sublime Cadaveric Decomposition;France;1996;false;NA;1;0;0;0;0;0;0;Altar;0;0;0;0;0
Subrosa;Etats-Unis;2005-07;false;Salt Lake City;2;0;0;0;0;0;0;0;0;Valley;0;0;Valley
Suffocation;Etats-Unis;1988;false;NA;2;0;0;0;0;Rock Hard tent;0;Altar;0;0;0;0;0
Suicidal Angels;Grèce;2001;false;NA;1;0;0;0;0;0;0;Main 02;0;0;0;0;0
Suicidal Tendencies;Etats-Unis;1982;false;Los Angeles;2;0;0;0;Main 02;0;0;0;0;0;0;0;Warzone
Suicide Silence;Etats-Unis;2002;false;NA;1;0;0;0;0;0;Main 02;0;0;0;0;0;0
Sunn O)));Etats-Unis;NA;NA;NA;2;0;0;0;0;0;0;Valley;0;0;0;Valley;0
SUP;France;NA;false;NA;3;0;0;0;0;0;Main 01;0;0;Altar;Altar;0;0
Superjoint Ritual;Etats-Unis;1993;true;NA;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Supertanker;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Svart Crown;France;2004;false;NA;2;0;0;0;0;0;Rock Hard tent;0;Temple;0;0;0;0
Swallow the Sun;Finlande;2001;false;NA;1;0;0;0;0;Main 02;0;0;0;0;0;0;0
Swans;Etats-Unis;1982;false;New York;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Sworn Enemy;Etats-Unis;1997;false;Queens;2;0;Discover stage;0;0;Terrorizer tent;0;0;0;0;0;0;0
Sybreed;Suisse;2003;false;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
Sylosis;Angleterre;2000;false;NA;1;0;0;0;0;0;0;0;0;0;Main 02;0;0
Symphony X;Etats-Unis;1994;false;NA;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
T.A.N.K. (Think of A New Kind);France;NA;false;NA;1;0;0;0;0;0;0;0;Altar;0;0;0;0
Taake;Norvège;1993;false;NA;3;0;0;0;Rock Hard tent;0;0;Temple;0;0;0;Temple;0
Tagada Jones;France;1993;false;NA;2;0;0;0;0;0;0;0;0;Warzone;0;0;Warzone
Taint;Pays de Galles;NA;NA;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
Tamtrum;France;37622;true;Aix-en-Provence;1;0;0;0;0;Main 02;0;0;0;0;0;0;0
Tankard;Allemagne;1982;false;NA;1;0;0;0;0;Main 02;0;0;0;0;0;0;0
Tarja;Finlande;28354;false;NA;1;0;0;0;0;0;0;0;0;0;0;Main 02;0
Temple of Baal;France;1998;false;NA;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Terra Tenebrosa;Suède;2009;false;NA;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Terror;Etats-Unis;1996;true;NA;4;0;0;0;Terrorizer tent;0;Terrorizer tent;0;Warzone;0;Warzone;0;0
Terrorizer;Etats-Unis;1986;false;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Testament;Etats-Unis;NA;false;NA;3;0;0;Second stage;0;0;0;0;Main 02;0;0;Altar;0
Textures;Pays-bas;2001;false;NA;1;Main;0;0;0;0;0;0;0;0;0;0;Main 02
The Amity Affliction;Australie;2004;false;Gympie;1;0;0;0;0;0;0;0;0;0;0;Main 02;0
The Answer;Irlande du Nord;2000;false;Downpatrick;2;0;0;0;0;0;Main 01;0;0;0;Main 01;0;0
The ARRS;France;1998;false;France;3;0;Gibson stage;0;0;0;0;0;Main 02;0;0;Warzone;0
The Atomic Bitchwax;Etats-Unis;1993;false;Long Branch;1;0;0;0;0;0;0;Valley;0;0;0;0;0
The Black Dahlia Murder;Etats-Unis;2001-01;false;Waterford Township;3;Hard n'Heavy stage;0;0;Terrorizer tent;0;Terrorizer tent;0;0;Altar;0;0;0
The Bones;Suède;NA;NA;NA;1;0;0;0;0;0;0;0;0;Warzone;0;0;0
The Bronx;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;Main 02;0;0;0;0;0
The Business;Angleterre;1979;false;Lewisham;1;0;0;0;Terrorizer tent;0;0;0;0;0;0;0;0
The Casualties;Etats-Unis;1990;false;New York;1;0;0;0;0;0;0;0;Warzone;0;0;0;0
The Crown;Suède;1990;false;Trollhättan Municipality;1;0;0;0;0;0;0;0;0;0;Altar;0;0
The Cult;Angleterre;1983;false;London;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
The Damned;Angleterre;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
The Damned Things;Etats-Unis;2009;false;NA;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
The Dead Daisies;Australie;2012;false;Sydney;1;0;0;0;0;0;0;0;0;0;0;0;Main 01
The Decline!;France;NA;NA;NA;2;0;0;0;0;0;0;0;Warzone;0;0;0;Warzone
The Devil Wears Prada;Etats-Unis;2005;false;Dayton;1;0;0;0;0;0;0;0;0;0;0;0;Main 01
The Dillinger Escape Plan;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
The Exploited;Ecosse;1978;false;Edinburgh;2;0;0;0;0;0;Main 02;0;0;0;Warzone;0;0
The Faceless;Etats-Unis;NA;false;NA;1;0;0;0;0;Terrorizer tent;0;0;0;0;0;0;0
The Ghost Inside;Etats-Unis;2006;false;NA;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
The Goodamn Gallows;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
The Great Old Ones;France;2009;false;Bordeaux;2;0;0;0;0;0;0;0;Temple;0;Temple;0;0
The Haunted;Suède;1996;false;Gothenburg;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;Main 02;0;0
The Lumberjack Feedback;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Valley;0
The New Roses;Allemagne;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 01
The Nuklear Rokin Krew;France;NA;false;NA;1;0;0;0;0;0;0;0;0;Metal Corner;0;0;0
The Obsessed;Etats-Unis;1977;false;Potomac;1;0;0;0;0;0;0;Valley;0;0;0;0;0
The Ocean;Allemagne;2000;false;NA;2;0;0;Discover stage;0;0;Terrorizer tent;0;0;0;0;0;0
The Offspring;Etats-Unis;1984;false;Huntington Beach;1;0;0;0;0;0;0;0;0;0;0;Main 02;0
The Order of Apollyon;Angleterre;2008;false;NA;1;0;0;0;0;0;0;0;0;Temple;0;0;0
The Outburst;France;2002-09;false;NA;1;Hard n'Heavy stage;0;0;0;0;0;0;0;0;0;0;0
The Quireboys;Angleterre;1984;false;London;1;0;0;0;0;0;0;0;0;0;Main 01;0;0
The Rodeo Idiot Engine;France;NA;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
The Secret;Italie;NA;NA;NA;1;0;0;0;0;0;0;0;Temple;0;0;0;0
The Set-Up;Belgique;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
The Shrine;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Main 02;0
The Skull;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
The Spudmonsters;Etats-Unis;1987;true;Cleveland;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
The Sword;Etats-Unis;2003;false;Austin;1;0;0;0;0;0;0;0;Valley;0;0;0;0
The Toy Dolls;Angleterre;1979-10;false;Sunderland;2;0;0;0;0;0;0;0;Warzone;0;0;Warzone;0
The Treatment;Angleterre;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 02
The Vintage Caravan;Islande;2006;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Valley
The Vision Bleak;Allemagne;2000;false;NA;1;0;0;0;0;0;0;0;0;0;0;Temple;0
The Wounded Kings;Angleterre;2004;false;NA;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Therapy?;Irlande;NA;false;NA;1;0;0;0;0;0;0;0;0;Main 01;0;0;0
Therion;Suède;1988;false;Upplands Väsby;2;0;Gibson stage;0;0;0;Main 02;0;0;0;0;0;0
Thin Lizzy;Irlande;1969;false;Dublin;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
Thou;Etats-Unis;2005;false;Baton Rouge;1;0;0;0;0;0;0;Valley;0;0;0;0;0
Throwdown;Etats-Unis;1997;false;NA;1;0;0;Discover stage;0;0;0;0;0;0;0;0;0
Thy Art Is Murder;Australie;2005;false;Blacktown;1;0;0;0;0;0;0;0;0;0;0;Main 02;0
Times of Grace;Etats-Unis;2010;false;NA;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
Tina Turner Fraiseur;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Metal Corner
Today Is the Day;Etats-Unis;1992;false;Nashville;1;0;0;Discover stage;0;0;0;0;0;0;0;0;0
Torche;Etats-Unis;2004;false;Miami;2;0;0;0;Terrorizer tent;0;0;0;0;0;0;Valley;0
Total Fucking Destruction;Etats-Unis;1999;false;NA;1;0;0;0;0;0;Rock Hard tent;0;0;0;0;0;0
Toxic Holocaust;Etats-Unis;1999;false;NA;1;0;0;0;0;0;0;0;0;Main 02;0;0;0
Tragedy;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;Warzone;0;0;0;0;0
Trap Them;Etats-Unis;2001;false;Salem;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Trap Them;Etats-Unis;2001;false;Salem;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Trapped Under Ice;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
Tremonti;Etats-Unis;2012;false;United States;1;0;0;0;0;0;0;0;0;0;0;Valley;0
Tremplin My Rock;NA;NA;NA;NA;1;0;0;0;0;0;0;Metal Corner;0;0;0;0;0
Trepalium;France;2001;false;NA;2;Main;0;0;Main 02;0;0;Altar;0;0;0;0;0
Treponem Pal;France;1989;false;NA;2;0;0;Discover stage;0;0;0;0;Warzone;0;0;0;0
Tribulation;Suède;1987;true;NA;1;0;0;0;0;0;0;0;0;0;Altar;0;0
Triggerfinger;Belgique;1998;false;Antwerp;1;0;0;0;0;0;0;0;0;0;Valley;0;0
Triptykon;Suisse;2008;false;NA;2;0;0;0;0;0;Rock Hard tent;0;0;0;Temple;0;0
Trivium;Etats-Unis;2000;false;Orlando;2;Main;0;0;0;0;0;Main 02;0;Main 02;0;0;0
Trollfest;Norvège;2003;false;NA;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Tromatized Youth;France;NA;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Truckfighters;Suède;2001;false;Örebro;2;0;0;0;0;0;0;0;Valley;0;Valley;0;0
True Black Dawn;Finlande;1993;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Trust;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 01
Tsjuder;Norvège;1993;false;NA;2;0;0;0;0;0;Rock Hard tent;0;0;Temple;0;0;0
Turbonegro;Norvège;NA;NA;NA;3;0;0;0;0;0;0;Main 02;0;Warzone;0;Main 02;0
Turisas;Finlande;1997;false;Hämeenlinna;3;0;0;0;0;0;Main 02;0;0;Temple;0;0;Temple
Turnstile;Etats-Unis;2010;false;NA;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Twisted Sister;Etats-Unis;1972;true;New Jersey;3;0;0;0;0;Main 01;0;0;Main 01;0;0;Main 01;0
Twisted Sisters & Nympherno;Etats-Unis;NA;NA;NA;1;0;0;0;0;0;0;Metal Corner;0;0;0;0;0
Twitching Tongues;Etats-Unis;NA;false;NA;1;0;0;0;0;0;0;0;0;0;Warzone;0;0
Tyler Leads;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;Metal Corner;0
Type O Negative;Etats-Unis;1989;true;Brooklyn;1;0;Main;0;0;0;0;0;0;0;0;0;0
Týr;Îles Féroé;1982;false;NA;2;0;0;0;0;0;0;0;Temple;0;0;0;Temple
U.D.O.;Allemagne;NA;NA;NA;1;0;0;0;0;Main 01;0;0;0;0;0;0;0
U.S. Bombs;Etats-Unis;1993;false;California;1;0;0;0;0;0;Terrorizer tent;0;0;0;0;0;0
UFO;Angleterre;NA;NA;NA;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
Ufomammut;Italie;1999;false;NA;3;0;0;0;Terrorizer tent;0;0;Valley;0;0;0;0;Valley
Ufych Sormeer;France;1997;false;NA;1;0;Discover stage;0;0;0;0;0;0;0;0;0;0
Ugly Kid Joe;Etats-Unis;1989;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Main 01
UK Subs;Angleterre;1977;false;London;1;0;0;0;0;0;0;0;0;0;0;Warzone;0
Ulcerate;Nouvelle-Zélande;2000;false;Auckland;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Ultra Vomit;France;1999;false;NA;2;0;0;Main;0;0;0;0;0;0;0;0;Main 02
Ulver;Norvège;1992;false;Oslo;1;0;0;0;0;Rock Hard tent;0;0;0;0;0;0;0
Uncle Acid and the Deadbeats;Angleterre;2009;false;Cambridge;1;0;0;0;0;0;0;0;Valley;0;0;0;0
Undead Prophecies;France;NA;false;NA;1;0;0;0;0;0;0;0;0;0;0;Altar;0
Unearth;Etats-Unis;1998;false;Winthrop;4;0;Gibson stage;0;0;Terrorizer tent;0;Warzone;Warzone;0;0;0;0
Unexpect;Canada;1996;true;Montreal;1;0;0;0;0;0;0;Altar;0;0;0;0;0
Unida;Etats-Unis;1998;true;Palm Desert;1;0;0;0;0;0;0;0;0;Valley;0;0;0
Unisonic;Allemagne;40127;false;NA;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Unleashed;Suède;NA;false;NA;1;0;0;0;0;0;0;0;0;Altar;0;0;0
Unsane;Etats-Unis;1988;false;New York;2;0;0;0;0;0;0;Valley;0;0;0;Valley;0
Urfaust;Pays-Bas;2003;false;Asten;1;0;0;0;0;0;0;0;0;Temple;0;0;0
Urgehal;Norvège;1992;false;NA;1;0;0;0;0;Rock Hard tent;0;0;0;0;0;0;0
Uriah Heep;Angleterre;1970;false;London;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Vader;Pologne;NA;false;NA;4;0;Main;0;Rock Hard tent;0;Rock Hard tent;0;0;0;0;Altar;0
Valient Thorr;Etats-Unis;2001;false;Chapel Hill;1;0;0;0;0;0;Main 01;0;0;0;0;0;0
Valkyrja;Suède;2004;false;NA;1;0;0;0;0;0;0;0;0;0;0;0;Temple
Vallenfyre;Angleterre;2010;false;West Yorkshire;1;0;0;0;0;0;0;0;0;0;Altar;0;0
Vanderbuyst;Pays-Bas;NA;false;NA;1;0;0;0;0;0;0;Main 01;0;0;0;0;0
Vektor;Etats-Unis;2002;false;Philadelphia;1;0;0;0;0;0;0;0;Main 02;0;0;0;0
Venom;Angleterre;NA;NA;NA;2;0;0;Main;0;0;0;0;0;0;Temple;0;0
Vera Cruz;France;NA;false;NA;1;0;0;0;0;0;0;0;Warzone;0;0;0;0
Verbal Razors;France;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;Warzone
