name,longitude,latitude
BRISSET CHRISTOPHE,0.18308890000002975,48.0010822
BRL,-1.399517899999978,47.1547451
BRULON CONFECTION,-0.22740120000003117,47.9765601
BRUNET HENRI,-1.1695760000000064,46.4634698
BTEM,-0.7295093999999835,48.1141652
Bulle de bien-être,-1.4550756999999521,47.3956315
BURGER 44,-2.2711709000000155,47.2560869
BURNELEAU P,-1.6646519999999327,46.603851
C E G,-1.5785521000000244,47.2024088
C3P,-1.2612179999999853,47.069937
CABINET MOITIER ET CARRIERE,-2.1264062000000195,47.1272157
CAFE DU CANAL,-1.5553529999999682,47.2271444
CAILLAUD ETABLISSEMENT,-0.902865600000041,47.0937612
CAMELLIS,-1.7528310999999803,47.130714
Camille Albane,-1.5568433999999343,47.2139301
CAP PISCINE,-1.649409500000047,46.6003942
CAP Solutions Culinaires,-2.3633499999999685,47.754468
CARINE K,0.19424979999996594,47.9936466
CARNOT COIFFURE,0.4815464000000702,47.92400989999999
CARNOT COIFFURE,-0.3340924000000314,47.8407722
Carole coiffure,-2.240037799999982,47.4470701
CARON CHRISTOPHE,-0.9370621000000483,46.7936607
CAROSTYL,-1.2420549999999366,46.916539
CARPY COIFFEUR,-0.01717129999997269,48.1241585
Carrosserie Echard,-0.7488679000000502,48.0569636
CARROSSERIE FRANCK RONSIN,-1.80789070000003,46.979246
CARROSSERIE J.F. DELLIERE,-0.8155503000000408,48.0654352
CARROSSERIE LES VIEILLES TERRES,-1.7270733999999948,47.2211333
CARTRON MOYON,-1.1738613999999643,46.8569804
CASCAD,-1.5747757999999976,47.2210694
CASTEL,-0.0694899999999734,47.27927
Cave de Neuville,0.24840159999996558,46.6848785
CAVOL,-0.13530500000001666,47.9935425
Centre Hospitalier Chateaubriant,-1.3845969999999852,47.7287721
CENTRE HOSPITALIER G.MAZURELLE,-1.4327989999999318,46.65417900000001
CESBRON DALKIA,-0.49804870000002666,47.4913935
CETIH MACHECOUL,-1.810858000000053,46.98177099999999
CGVL,-1.5589095999999927,47.0862761
CHAIGNE DANIEL,-1.615430999999944,46.69520199999999
CHAIGNEAU CARRELAGE FONTENAISIEN,-0.7902861999999686,46.4602708
CHAIGNEAU LIMOUSIN,-1.0960184000000481,46.9085597
CHAILLOU PEINTURE,-2.336863699999981,46.7139186
CHANTAL CHOPLIN COIFFURE MIXTE,0.21251740000002428,48.0204831
CHARCUTERIE DU PRE,0.19427540000003773,48.01044400000001
CHARCUTERIE PAUL BEGEIN,-0.8974381000000449,46.9268444
Charcuterie traiteur,-0.3627136000000064,48.2509086
Charcuterie Traiteur Morisseau,-2.316867900000034,47.4489324
CHARRIER FRERES,-0.9870362999999998,46.9704023
CHB HERBRETEAU,-1.3185949999999593,46.79277
CHEVALIER AMENAGEMENT,-0.7433571999999913,47.48695559999999
CHOUTEAU JOHNNY,-1.2412616000000298,46.9784526
CHRISTINE COIFFURE,-0.15215729999999894,47.9946127
CIE EUROPEENNE EMBALLAGE ROBERT SCHISL,-0.20592379999993682,46.9975727
CIE INDUST DOCKS MARITIMES TECHNIDIS,-2.1871622999999545,47.302927
CJV DISTRIBUTION - Hyper U Vallet,-1.264333899999997,47.1712848
CLABODIS / SUPER U,-1.4997170000000324,47.302307
CLADE  SUPER U,-1.6623528000000078,47.66741409999999
CLARA BY JESS,0.23555160000000797,47.9436952
CLAUTOUR,-1.5059685999999601,46.7318836
CLEM Boulangerie Moulin,-0.43756469999993897,47.34470210000001
CLEMESSY SERVICES,-2.198658000000023,47.277835
CLIMAT VENDEE,-1.4322626000000582,46.6518828
CLOS DE LA ROUSSELIERE,-0.18871420000004946,47.2162782
Coccimarket,-0.7178890000000138,47.8339537
COIF AND CO,0.19766949999996086,48.0009793
COIFF et CO,0.5075799999999617,48.062984
COIFF ET VOUS,0.592367700000068,48.2209892
COIFFURE ALLEGRE,0.19794530000001487,48.005869
COIFFURE ELLE ET LUI,0.17805759999998827,47.9953933
COIFFURE OLIVIA,0.04154829999993126,47.9436723
COMMUNE DE COUERON,-1.7279125000000022,47.2121851
COMODIS,-1.3223544999999604,46.982171
Compass Group France,-0.5523052999999436,47.3963376
COMPTACOM,-0.791754200000014,48.0543404
CONSEIL DEP. DE LOIRE-ATLANTIQUE,-1.17686290000006,47.3653876
CONSTRUCTIONS SOULLANDAISES,-1.883592799999974,46.7923084
CORPA,-0.7942508999999518,47.4592795
COSIKA,-1.0357770000000528,46.89111800000001
COTTON CHRISTOPHE,-0.8216489999999794,46.851763
COUPE XAVIER,-0.8837717000000112,48.096985
COUTON PLATRE,-2.0197594999999637,46.7616253
COUVREURS DE L ATLANTIQUE,-1.502969500000063,47.11867910000001
CP Georges Renault,-1.6601389999999583,47.23574199999999
CPE SERVICE,-1.7719213999999965,47.60472
CREA PASSION,0.07562289999998484,47.8269751
CREASTYL,-0.9324750000000677,46.984592
CREPERIE ALIZE,-1.5458306000000448,47.1611573
CREPERIE DU MOULIN A ELISE,-1.5183885000000146,46.76721140000001
Crêperie HORS DU TEMPS,-1.4917675000000372,47.29673589999999
CRESCENDO,-2.12548019999997,47.12613229999999
CROISE FABRICE,-0.7409430000000157,47.523653
CTRE DEP GESTION FONCTION PUB TERRITOR,-1.5293314000000464,47.2111221
CTRE ETUDES EXPERTISE RISQUES ENVIRON,2.0081562000000304,48.773476
CTRE ETUDES EXPERTISE RISQUES ENVIRON,2.0081562000000304,48.773476
D B B C G,-2.103911700000026,47.11491729999999
D.O. DU CHOLETAIS,-0.9124831000000313,47.0597109
DA SILVA RIBEIRO JOSE ALBERTO,-1.0692782999999508,47.0920561
DARTY NANTES SAINT SEBASTIEN,-1.4910403000000088,47.1936071
DCNS,-1.6852195000000165,47.1920429
DEFONTAINE CONSTRUCTION,-0.9420189999999593,47.0560345
DEFONTAINE SA,-1.1946980000000167,47.009511
DEPARTEMENT DE L HERAULT,3.840345500000012,43.6218385
DEPARTEMENT DE LA MAYENNE,-0.7667993000000024,48.0697134
DEPARTEMENT DE LA SARTHE,0.19868670000005295,48.0019182
DEPARTEMENT DE VENDEE,-1.4283739999999625,46.67423600000001
DESJOYAUX SANCHEZ PISCINES,1.7444500999999946,47.3582464
DEZE VINCENT,-0.008381500000041342,47.234674
Diane de Méridor,0.059655000000020664,47.2163043
Didier BROCHARD,-1.7283264999999801,47.2108372
didier godineau,-0.5479674000000614,47.4758285
DIESEL ENERGIE,-1.6413754000000154,47.2252079
DILLET AGENCEMENT,-1.8938390000000709,46.716129
DISTRI INDUST VEHICULES DIV,-1.64172480000002,47.2400978
DOM DECO,-1.2759201000000076,46.8349234
DOMAINE DES ROCHETTES,-0.5425720000000638,47.362252
DOUX LAIT PRODUCTION,-0.9161005999999361,47.0290846
DRESSCODE,-0.5510973000000376,47.4724075
EARL Bruneau,0.34343779999994695,48.0236418
EARL CARON Pascal et associés,0.853872000000024,48.642657
EARL de la Planche,-0.015794099999993705,48.3827432
EARL DEMOIS,0.36854330000005575,47.141481
EARL DES SATILLATS,3.1152150000000347,47.6307479
EARL Du Petit Clocher,-0.5296783000000005,47.213041
EARL JURAIRES,-1.31968889999996,46.638605
EARL LE CABRI O LAIT,-0.9773020000000088,46.955938
EARL LE GRAND BESSON,-1.740970500000003,46.58862
EARL MATHONNEAU-FORGERIT,-1.0058418999999503,46.5472882
EARL THOMAS RICHARD Domaine de St Martin,-0.43301950000000033,47.20588910000001
ECO PRESSING - YANN LAVERIE,0.18603529999995772,47.9303471
EGCA,-0.35534640000003037,47.3381986
EHPAD la Pierre Rose,-0.6998071000000436,46.6942184
EIRL DAVID DIXNEUF/CAROIVISION,-0.9328121999999439,47.14292289999999
ELECTRICITE THIERRY ET SEVERIN METAIS,-0.8874786999999742,47.0661288
ENDEL ENGIE,-1.5921256000000312,47.1857566
ENEDIS,-1.6237171000000217,47.2217166
ENEDIS,-0.5504369000000224,47.4808719
ENEDIS,0.13107719999993606,48.2294438
ENGIE COFELY,-0.5125523000000385,47.4792293
ENTREPRISE COUTANT,-0.7408646999999746,46.9261929
ENTREPRISE MOREAU,-0.9369954000000007,46.7938931
EOLANE COMBREE,-1.0288524999999709,47.7206254
Escale Beauté,-1.2664740000000165,47.162455
ETABLISSEMENTS REMBAUD,-1.137808199999995,46.4588563
EURL Babin Claude,-1.840894599999956,47.3013889
eurl du vieux loup de mer,-2.296042199999988,47.01765779999999
EURL Guilloux Bertrand,-1.866720100000066,47.1778681
EURL RECA,-0.7236450000000332,47.234935
F O I 44,-1.395334000000048,47.707607
FB CONCEPT,-1.2636032000000341,46.8200891
FIBROPTEL,-2.333289000000036,47.3640537
FORT FABRICE,-1.464219299999968,46.5006723
FPV INDUSTRIE,-0.7550513999999566,46.6380448
FRERE CONCEPT,-0.5870426999999836,46.3697834
GAEC DESNOUHES,-0.2527317999999923,47.1455819
GAEC LE BOIS SOLEIL,-1.7585183999999572,46.7858142
GAEC LES BOIS NEUFS,-1.2291652000000113,46.9547164
GAILLARD ETS,-1.2483349000000317,46.7572991
GARAGE JEAN LOUIS REMAUD,-1.2908376000000317,46.9452262
GAUTIER FRANCE,-0.9364454000000251,46.79419980000001
GIRONA EDOUARD,-0.4494090000000597,47.3022636
GORGE MIGUEL,-1.278065999999967,46.423933
GRASSET CHIRON,-1.1273390000000063,47.121464
GROUPE MECACHROME,1.023965999999973,47.4188351
GUY GERARD THERMOBAINS,-0.7571811999999909,48.07439369999999
HOTEL DE LA BARQUE,0.12851580000005924,48.2260806
INNOV OUVERTURES,-1.317801099999997,46.9824283
INTER'VOLAILLES,-1.297313000000031,47.780485
JACQUES LAURENT,-1.649883100000011,46.600358
JOULIN PHILIPPE,-0.06856629999992947,47.2128106
K MELEONE,-1.48738579999997,47.2499389
KOUIGN AMANN BERROU,-4.296606600000018,48.5740419
LA BELLE MAISON,-2.3485948000000008,46.7230533
LA DOUCEUR DES ARCADES,-1.0152583999999933,47.00339659999999
LA MIE CALINE,-0.9420189999999593,47.0560345
LA MINE D OR,-0.08077490000005128,47.260059
LABELLAGE,-0.5688769999999295,47.53128299999999
LCJ CAPTEURS,-1.4634237999999868,47.1849892
Le grand Jardin,-0.5708667000000105,47.5010817
LE RELAIS DU CHEVAL BLANC,0.4015767999999298,47.7594354
LE TENDRE EPI,-1.8327679999999873,47.62855159999999
LES MOULINETS AUTOMOBILES,-1.6214159999999538,47.2109891
LOGIDECOR,-0.7484918000000107,46.6417762
ma boulangerie SAS KASBANE,-1.4740189999999984,47.1677563
MAGUNIVERS,-1.5079090000000406,46.5742749
MALVAUD CONSTRUCTION,-0.9402783000000454,46.4473563
MARICLEM,-1.6270884000000478,47.2646198
MECA MARINE PLAISANCE,-1.437795000000051,47.2882351
MENUISERIE COTILLON,-0.9370621000000483,46.7936607
Nina création,-2.4051558999999543,47.2821353
OSAISONS,-1.6416329999999562,47.03588610000001
PINIER VIANDE,-0.6668070000000625,47.12353
PPRV,-1.4323881000000256,46.7543464
RENARD Lionel,-0.062487199999964105,47.0798458
RESTORIA,-1.522779700000001,47.2494373
ROYER CHRISTIAN,-0.6865141000000676,46.5241536
Salon DESSFM,-1.5544198000000051,47.2146102
SARL BACHELIER,-1.356096999999977,47.171613
SARL DROUET,-1.5932354999999916,47.2632773
SARL LA DUCHESSE ANNE,-0.07861560000003465,47.2598912
"SARL NADFI ""Le Booster""",-0.6026434000000336,47.4731749
SARL ROUAULT,-1.50274330000002,47.1184709
SAS FOURRIER,-1.6528577999999925,47.2279879
SCEA ST MICHEL VAUCOUBON,0.9302978000000621,46.8273761
SDO INVESTISSEMENT,-1.64172480000002,47.2400978
SOC DES ETS BOUGRO,-1.2934443000000329,46.9605055
TOPOME ARCHITECTURE,-1.7894559999999728,46.514708
Val attitude,-1.5169140000000425,47.193126
VINCENT CEDRIC,-1.4700229999999692,46.720123
